ref,domain,ar,tgt,tgt_lang,license
hadeethenc:3042,hadith,عن ابي شريح خويلد بن عمرو الخزاعي عن النبي صلى الله عليه وسلم انه قال: «من كان يؤمن بالله واليوم الاخر فليكرم ضيفه جائزته»، قالوا: وما جائزته؟ يا رسول الله، قال: «يومه وليلته، والضيافة ثلاثة ايام، فما كان وراء ذلك فهو صدقة عليه». وفي رواية: «لا يحل لمسلم ان يقيم عند اخيه حتى يؤثمه» قالوا: يا رسول الله، وكيف يؤثمه؟ قال: «يقيم عنده ولا شيء له يقريه به».,"Dari Abu Syuraih Khuwailid bin 'Amru Al-Khuzā'i, dari Nabi -ṣallallāhu 'alaihi wa sallam- beliau bersabda, ""Barangsiapa beriman kepada Allah dan hari akhir, hendaknya ia memuliakan tamunya dengan jamuannya. Para sahabat bertanya, ""Apakah jamuannya itu wahai Rasulullah?"" Beliau menjawab, ""Jamuan di siang hari dan malamnya. Menjamu tamu itu tiga hari, dan selebihnya adalah sedekah kepadanya."" Dalam riwayat lain, ""Tidak halal bagi seorang Muslim tinggal di rumah saudaranya hingga membuat ia berbuat dosa."" Mereka bertanya, ""Wahai Rasulullah, bagaimana membuat ia berbuat dosa?"" Beliau menjawab, ""Ia (tamu) tinggal di rumahnya sementara saudaranya (tuan rumah) itu tidak memiliki sesuatu untuk menjamunya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:5881,hadith,عن عائشة بنت ابي بكر رضي الله عنهما ان رسول الله -صلى الله عليه وسلم اشترى من يهودي طعاما، ورهنه درعا من حديد.,"Dari Aisyah binti Abi Bakar -raḍiyallāhu 'anhumā-, bahwasanya Rasulullah -ṣallallāhu 'alaihi wa sallam- membeli makanan dari seorang Yahudi dan menggadaikan baju besi(nya).",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8898,hadith,عن ابي هريرة رضي الله عنه ان النبي صلى الله عليه وسلم قال: «كتب على ابن ادم نصيبه من الزنا مدرك ذلك لا محالة: العينان زناهما النظر، والاذنان زناهما الاستماع، واللسان زناه الكلام، واليد زناها البطش، والرجل زناها الخطا، والقلب يهوى ويتمنى، ويصدق ذلك الفرج او يكذبه».,"Dari Abu Hurairah -raḍiyallāhu 'anhu- bahwa Nabi -ṣallallāhu 'alaihi wa sallam- bersabda, ""Telah ditetapkan atas anak Adam bagiannya dari zina. Ia pasti mendapatkan hal itu, tak terhindarkan. Zina kedua mata adalah melihat, zina kedua telinga adalah mendengarkan, zina lisan adalah mengucapkan, zina tangan adalah menyentuh, zina kaki adalah melangkah, dan zina hati adalah nafsu dan berharap. Sedangkan kemaluan, itulah yang membenarkan atau mendustakannya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3144,hadith,عن ابي هريرة رضي الله عنه: سمعت النبي صلى الله عليه وسلم يقول: «الفطرة خمس: الختان والاستحداد وقص الشارب وتقليم الاظفار ونتف الاباط».,"Abu Hurairah -raḍiyallāhu 'anhu- meriwayatkan, Aku mendengar Nabi ﷺ bersabda, ""Fitrah ada lima: khitan, mencukur bulu kemaluan, memotong kumis, menggunting kuku, dan mencabut bulu ketiak.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:66525,hadith,عن ابي عبد الله جابر بن عبد الله الانصاري رضي الله عنهما: ان رجلا سال رسول الله صلى الله عليه وسلم، فقال: ارايت اذا صليت المكتوبات، وصمت رمضان، واحللت الحلال، وحرمت الحرام، ولم ازد على ذلك شيئا، اادخل الجنة؟ قال: «نعم».,"Abu Abdullah Jābir bin Abdullah al-Anṣāriy -raḍiyallāhu 'anhumā- meriwayatkan: Ada seorang laki-laki bertanya kepada Rasulullah ﷺ, ""Bagaimana pendapatmu jika aku hanya mengerjakan salat-salat yang wajib, berpuasa Ramadan, menghalalkan yang halal, dan mengharamkan yang haram, namun aku tidak menambah amalan apa pun selain itu, apakah aku dapat masuk surga?"" Beliau menjawab, ""Ya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:6388,hadith,عن ابي هريرة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «للعبد المملوك المصلح اجران»، والذي نفس ابي هريرة بيده لولا الجهاد في سبيل الله والحج، وبر امي، لاحببت ان اموت وانا مملوك.,"Dari Abu Hurairah -raḍiyallāhu 'anhu-, dia berkata, Rasulullah -ṣallallāhu ‘alaihi wa sallam- bersabda, ""Seorang budak yang dimiliki tuannya dan saleh memiliki dua pahala."" Demi Yang jiwa Abu Hurairah di tangan-Nya, seandainya bukan karena Jihad di jalan Allah, haji dan berbakti kepada ibuku, sungguh aku suka jika diriku mati dalam keadaan sebagai budak.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8869,hadith,عن علي رضي الله عنه قال: كنا في جنازة في بقيع الغرقد، فاتانا رسول الله صلى الله عليه وسلم فقعد، وقعدنا حوله ومعه مخصرة فنكس وجعل ينكت بمخصرته، ثم قال: «ما منكم من احد الا وقد كتب مقعده من النار ومقعده من الجنة» فقالوا: يا رسول الله، افلا نتكل على كتابنا؟ فقال: «اعملوا؛ فكل ميسر لما خلق له...» وذكر تمام الحديث.,"Dari Ali -raḍiyallāhu 'anhu- ia mengatakan, ""Kami sedang menyelenggarakan (pemakaman) jenazah di Baqī' al-Garqad,maka datanglah Rasulullah -ṣallallāhu 'alaihi wa sallam- menemui kami, lalu beliau duduk, dan kami pun ikut duduk di sekitar beliau, sedang beliau memegang sebuah tongkat. Beliau lalu menunduk dan mengetuk-ngetukkan tongkat (ke tanah), kemudian bersabda, ""Tak seorang pun dari kalian kecuali telah ditetapkan tempatnya di neraka dan tempatnya di surga."" Mereka (para sahabat) bertanya, ""Wahai Rasulullah, mengapa kita tidak memasrahkan diri pada ketetapan (takdir) kita saja?"" Beliau menjawab, ""Beramallah kalian, karena masing-masing akan dimudahkan menggapai apa yang diciptakan untuknya..."" hingga akhir hadis.",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8378,hadith,عن لقيط بن صبرة رضي الله عنه قال: كنت وافد بني المنتفق -او في وفد بني المنتفق- الى رسول الله صلى الله عليه وسلم، قال: فلما قدمنا على رسول الله صلى الله عليه وسلم، فلم نصادفه في منزله، وصادفنا عائشة ام المؤمنين، قال: فامرت لنا بخزيرة، فصنعت لنا، قال: واتينا بقناع -والقناع: الطبق فيه تمر- ثم جاء رسول الله صلى الله عليه وسلم، فقال: «هل اصبتم شيئا؟ او امر لكم بشيء؟» قال: قلنا: نعم، يا رسول الله، قال: فبينا نحن مع رسول الله صلى الله عليه وسلم جلوس، اذ دفع الراعي غنمه الى المراح، ومعه سخلة تيعر، فقال: «ما ولدت يا فلان؟»، قال: بهمة، قال: «فاذبح لنا مكانها شاة»، ثم قال: «لا تحسبن» ولم يقل: لا تحسبن «انا من اجلك ذبحناها، لنا غنم مائة لا نريد ان تزيد، فاذا ولد الراعي بهمة، ذبحنا مكانها شاة» قال: قلت: يا رسول الله، ان لي امراة وان في لسانها شيئا -يعني البذاء- قال: «فطلقها اذن»، قال: قلت: يا رسول الله ان لها صحبة، ولي منها ولد، قال: «فمرها» يقول: عظها، «فان يك فيها خير فستفعل، ولا تضرب ظعينتك كضربك اميتك» فقلت: يا رسول الله، اخبرني عن الوضوء، قال: «اسبغ الوضوء، وخلل بين الاصابع، وبالغ في الاستنشاق الا ان تكون صائما».,"Laqīṭ bin Ṣabirah -raḍiyallāhu 'anhu- meriwayatkan: Aku pernah menjadi utusan Bani al-Muntafiq -atau bersama utusan Bani al-Muntafiq- menemui Rasulullah ﷺ. Saat datang untuk menemui Rasulullah ﷺ, kami tidak berjumpa dengan beliau di rumahnya. Tetapi kami hanya bertemu dengan Ummul Mukminin Aisyah. Lantas Aisyah meminta agar dibuatkan bubur untuk kami, dan bubur itu pun dibuat. Selanjutnya kami disuguhi al-qinā' -yaitu nampan yang berisi kurma-. Kemudian Rasulullah ﷺ datang dan bertanya, ""Apakah kalian sudah menyantap sesuatu? -atau, apakah sudah diminta agar kalian dibuatkan sesuatu?- Kami menjawab, ""Sudah, wahai Rasulullah."" Saat kami sedang duduk bersama Rasulullah ﷺ, tiba-tiba penggembala menggiring kambing beliau ke kandang sambil membawa seekor anak kambing yang mengembik. Beliau bertanya, ""Hai polan, apa yang kamu dapatkan?"" Dia menjawab, ""Anak kambing betina."" Beliau bersabda, ""Sembelihkan untuk kami satu ekor sebagai gantinya."" Selanjutnya beliau bersabda, ""Jangan kira (baca: lā taḥsibann) -beliau tidak mengatakan: lā taḥsabann (dengan memfathahkan sīn)- bahwa kami menyembelih kambing ini karena kamu. Kami memiliki seratus ekor kambing dan kami tidak ingin (jumlahnya) lebih. Sebab itu, ketika penggembala mendapat anak kambing betina, maka kami akan menyembelih satu ekor sebagai gantinya."" Aku bertanya, ""Wahai Rasulullah, aku memiliki seorang istri yang buruk tutur katanya."" Beliau bersabda, ""Ceraikan dia!"" Aku katakan, ""Wahai Rasulullah, dia sudah lama hidup bersamaku serta aku telah memperoleh anak darinya."" Beliau bersabda, ""Perintahkanlah ia -maksudnya: nasihati-. Jika dalam dirinya ada kebaikan, niscaya ia akan melaksanakannya. Janganlah engkau memukul istrimu seperti memukul budak perempuanmu!"" Aku katakan, ""Wahai Rasulullah, ajari aku cara berwudu!"" Beliau bersabda, ""Sempurnakanlah wudu dan sela-selalah antara jari-jemari, serta tariklah air dengan kuat saat istinsyaq (menghirup air ke dalam hidung) kecuali jika engkau sedang puasa!""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10837,hadith,عن عائشة وابن عباس رضي الله عنهم : «ان النبي صلى الله عليه وسلم لبث بمكة عشر سنين، ينزل عليه القران، وبالمدينة عشرا».,"Dari Aisyah dan Ibnu 'Abbās -raḍiyallāhu 'anhum-, ""Bahwasanya Nabi -ṣallallāhu 'alaihi wa sallam- tinggal di Mekah selama sepuluh tahun, Al-Qur`ān turun kepada beliau, dan di Madinah selama sepuluh tahun.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3025,hadith,عن عبد الله بن عباس رضي الله عنهما قال: «طاف النبي -صلى الله عليه وسلم- في حجة الوداع على بعير، يستلم الركن بمحجن».,"Dari Abdullah bin Abbas -raḍiyallāhu 'anhumā- ia berkata, ""Nabi pernah melakukan tawaf di atas unta pada saat haji wada. Beliau menyentuh rukun (pilar Ka'bah) dengan tongkat.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:6018,hadith,عن عثمان بن ابي العاص الثقفي رضي الله عنه انه شكا الى رسول الله صلى الله عليه وسلم وجعا يجده في جسده منذ اسلم، فقال له رسول الله صلى الله عليه وسلم: «ضع يدك على الذي تالم من جسدك، وقل باسم الله ثلاثا، وقل سبع مرات اعوذ بالله وقدرته من شر ما اجد واحاذر».,"Uṡmān bin Abil-Āṣ aṡ-Ṡaqafiy -raḍiyallāhu 'anhu- meriwayatkan bahwa dia mengeluhkan rasa sakit yang dia rasakan di tubuhnya sejak masuk Islam kepada Rasulullah ﷺ. Maka Rasulullah ﷺ bersabda kepadanya, ""Letakkanlah tanganmu pada bagian tubuhmu yang sakit dan bacalah: 'Bismillāh', sebanyak tiga kali. Kemudian bacalah sebanyak tujuh kali: A'ūżu billāhi wa qudratihi min syarri mā ajidu wa uḥāżir (Aku berlindung dengan keagungan dan kekuasaan Allah dari keburukan apa yang aku dapatkan dan yang aku takutkan).""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3076,hadith,عن ابي هريرة رضي الله عنه: انه لقيه النبي صلى الله عليه وسلم في طريق من طرق المدينة وهو جنب، فانسل فذهب فاغتسل، فتفقده النبي صلى الله عليه وسلم، فلما جاءه قال: «اين كنت يا ابا هريرة؟» قال: يا رسول الله، لقيتني وانا جنب فكرهت ان اجالسك حتى اغتسل، فقال رسول الله صلى الله عليه وسلم: «سبحان الله، ان المؤمن لا ينجس».,"Abu Hurairah -raḍiyallāhu 'anhu- meriwayatkan, Nabi -ṣallallāhu 'alaihi wa sallam- pernah berpapasan dengannya di salah satu jalan kota Madinah, sementara saat itu dia sedang junub. Maka ia pun menyelinap pergi untuk mandi. Nabi ﷺ lalu mencarinya. Ketika ia kembali, beliau bertanya, ""Ke mana saja engkau, wahai Abu Hurairah?"" Ia menjawab, ""Wahai Rasulullah, tadi engkau bertemu denganku sementara aku sedang junub, maka aku tidak ingin duduk bersamamu sebelum mandi."" Lantas beliau bersabda, ""Subḥānallāh. Sesungguhnya orang mukmin itu tidak najis.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10916,hadith,عن ابي قتادة رضي الله عنه : «ان النبي صلى الله عليه وسلم كان يقرا في الظهر في الاوليين بام الكتاب، وسورتين، وفي الركعتين الاخريين بام الكتاب ويسمعنا الاية، ويطول في الركعة الاولى ما لا يطول في الركعة الثانية، وهكذا في العصر وهكذا في الصبح».,"Dari Abu Qatādah -raḍiyallāhu 'anhu-, ""Bahwasanya Nabi -ṣallallāhu 'alaihi wa sallam- membaca Al-Fātiḥah dan dua surah di dua rakaat pertama salat Zuhur. Dan di dua rakaat terakhir beliau membaca Al-Fātiḥah, dan beliau memperdengarkan bacaan ayatnya. Beliau memanjangkan bacaan di rakaat pertama yang tidak dipanjangkan di rakaat kedua. Demikian pula dalam salat Asar dan salat Subuh.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10915,hadith,"عن عبد الله بن ابي اوفى رضي الله عنه قال: جاء رجل الى النبي صلى الله عليه وسلم فقال: اني لا استطيع ان اخذ من القران شيئا فعلمني ما يجزئني منه، قال: ""قل: سبحان الله، والحمد لله، ولا اله الا الله، والله اكبر، ولا حول ولا قوة الا بالله العلي العظيم""، قال: يا رسول الله، هذا لله عز وجل فما لي، قال: قل: اللهم ارحمني وارزقني وعافني واهدني. فلما قام قال: هكذا بيده فقال رسول الله صلى الله عليه وسلم : «اما هذا فقد ملا يده من الخير».","Dari Abdullah bin Abi Aufā -raḍiyallāhu 'anhu-, ia berkata, ""Seorang badui datang menghadap Nabi -ṣallallāhu 'alaihi wa sallam- seraya berkata, 'Sesungguhnya saya tidak hafal Al-Qur`ān sedikitpun, maka ajarkan kepadaku bacaan yang bisa menggantinya!"" Rasulullah bersabda, ""Bacalah, 'Subḥānallah wal ḥamdulillāh wa lā ilāha illallāh, Allāhu akbar, wa lā ḥaula wa lā quwwata illā billah.' Orang itu berkata, 'Wahai Rasulullah, ini semua untuk Allah semata. Lalu apa yang menjadi bagianku?! Beliau bersabda, ""Bacalah, 'Allāhummarḥamnī warzuqnī wa 'āfinī wahdinī.' Ketika orang ini bangkit berdiri, maka Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, ""Adapun orang ini, maka ia telah memenuhi tangannya dengan kebaikan.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3696,hadith,عن السائب بن يزيد رضي الله عنه قال: لما قدم النبي صلى الله عليه وسلم من غزوة تبوك تلقاه الناس، فتلقيته مع الصبيان على ثنية الوداع. ورواية البخاري قال: ذهبنا نتلقى رسول الله صلى الله عليه وسلم مع الصبيان الى ثنية الوداع.,"Dari As-Sā'ib bin Yazīd -raḍiyallāhu 'anhu-, ia berkata, ""Ketika Nabi -ṣallallāhu 'alaihi wa sallam- datang dari perang Tabuk, orang-orang menemuinya, lalu aku pun menemuinya bersama anak-anak di atas bukit Al-Wada'. Dalam riwayat Bukhari, As-Sī'ib berkata, ""Kami pergi menemui Rasulullah -ṣallallāhu 'alaihi wa sallam- bersama anak-anak ke bukit Al-Wada'.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3645,hadith,عن ابي هريرة رضي الله عنه قال: لقد رايت سبعين من اهل الصفة، ما منهم رجل عليه رداء، اما ازار، واما كساء، قد ربطوا في اعناقهم، فمنها ما يبلغ نصف الساقين، ومنها ما يبلغ الكعبين، فيجمعه بيده كراهية ان ترى عورته.,"Dari Abu Hurairah -raḍiyallāhu 'anhu-, dia berkata, ""Aku telah melihat tujuhpuluh orang dari kaum Ṣuffah, tidak seorang pun dari mereka mengenakan pakaian jubah, sebagian hanya memakai bawah (sarung) atau baju bagian yang mereka ikatkan di leher mereka. Ada pakaian yang sampai ke setengah betis dan ada juga yang sampai dua mata kaki. Lalu ia memegang kain itu dengan tangannya karena tidak suka auratnya terlihat.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4947,hadith,عن ابي هريرة رضي الله عنه ان رسول الله صلى الله عليه وسلم قال: «كل امتي يدخلون الجنة الا من ابى»، قالوا: يا رسول الله، ومن يابى؟ قال: «من اطاعني دخل الجنة، ومن عصاني فقد ابى».,"Abu Hurairah -raḍiyallāhu 'anhu- meriwayatkan bahwa Rasulullah ﷺ bersabda, ""Seluruh umatku akan masuk surga kecuali orang yang enggan."" Para sahabat bertanya, ""Wahai Rasulullah! Siapakah orang yang enggan itu?"" Beliau menjawab, ""Orang yang menaatiku akan masuk surga. Adapun orang yang mendurhakaiku, maka ia telah enggan.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3667,hadith,عن ابي موسى الاشعري رضي الله عنه مرفوعا: «اذا اراد الله تعالى رحمة امة، قبض نبيها قبلها، فجعله لها فرطا وسلفا بين يديها، واذا اراد هلكة امة، عذبها ونبيها حي ، فاهلكها وهو حي ينظر، فاقر عينه بهلاكها حين كذبوه وعصوا امره».,"Dari Abu Musa Al-Asy'ari -raḍiyallāhu 'anhu- dari Nabi -ṣallallāhu 'alaihi wa sallam-, bersabda, ""Jika Allah menghendaki rahmat bagi satu umat, Dia mewafatkan Nabi umat itu sebelum mereka, lalu menjadikannya sebagai simpanan pahala dan pendahulu bagi umat tersebut. Jika Allah menghendaki kebinasaan suatu umat, Dia menyiksanya sedang Nabinya masih hidup. Selanjutnya Allah membinasakannya sedangkan Nabi itu hidup dan menyaksikan. Dengan demikian Allah menjadikan matanya sejuk dengan kebinasaan umat saat mereka mendustakan nabi tersebut dan mendurhakai perintahnya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:65026,hadith,عن ابي هريرة رضي الله عنه: ان رسول الله صلى الله عليه وسلم قال: «لا تقوم الساعة حتى تطلع الشمس من مغربها، فاذا طلعت فراها الناس امنوا اجمعون، فذلك حين: {لا ينفع نفسا ايمانها لم تكن امنت من قبل، او كسبت في ايمانها خيرا} [الانعام: 158] ولتقومن الساعة وقد نشر الرجلان ثوبهما بينهما فلا يتبايعانه، ولا يطويانه، ولتقومن الساعة وقد انصرف الرجل بلبن لقحته فلا يطعمه، ولتقومن الساعة وهو يليط حوضه فلا يسقي فيه، ولتقومن الساعة وقد رفع احدكم اكلته الى فيه فلا يطعمها».,"Abu Hurairah -raḍiyallāhu 'anhu- meriwayatkan, bahwa Rasulullah ﷺ bersabda, ""Kiamat tidak akan terjadi hingga matahari terbit dari tempat terbenamnya. Ketika matahari terbit dan orang-orang melihatnya, mereka semuanya beriman. Itulah hari ketika 'tidak berguna lagi iman seseorang yang belum beriman sebelum itu, atau (belum) berusaha berbuat kebajikan dengan imannya itu' (QS. Al-An'ām: 158). Sungguh kiamat akan terjadi padahal dua orang telah menggelar pakaiannya di antara mereka lalu mereka tidak jadi berjual beli dan belum melipatnya. Sungguh kiamat akan terjadi padahal seseorang telah beranjak membawa susu perahannya lalu dia tidak jadi meminumnya. Sungguh kiamat akan terjadi padahal seseorang telah memperbaiki telaganya dan dia belum sempat memasukkan air ke dalamnya. Sungguh kiamat akan terjadi padahal seseorang di antara kalian telah mengangkat makanan ke mulutnya lalu dia tidak jadi menyantapnya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10908,hadith,عن مالك بن الحويرث رضي الله عنه «ان رسول الله صلى الله عليه وسلم كان اذا كبر رفع يديه حتى يحاذي بهما اذنيه، واذا ركع رفع يديه حتى يحاذي بهما اذنيه، واذا رفع راسه من الركوع» فقال: «سمع الله لمن حمده» فعل مثل ذلك.,"Dari Malik bin Ḥuwairiṡ -raḍiyallāhu 'anhu-, ""Bahwasanya Rasulullah -ṣallallāhu 'alaihi wa sallam- apabila bertakbir, beliau mengangkat kedua tangannya hingga sejajar dengan kedua telinganya. Apabila rukuk beliau mengangkat kedua tangan hingga sejajar dengan kedua telinganya. Dan apabila mengangkat kepala dari rukuk lalu mengucapkan, ""Sami'allāhu liman ḥamidah"", beliau melakukan seperti itu juga.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:5956,hadith,عن ابن عباس رضي الله عنهما مرفوعا: «خير الصحابة اربعة، وخير السرايا اربعمائة، وخير الجيوش اربعة الاف، ولن يغلب اثنا عشر الفا من قلة»,"Dari Ibnu 'Abbas -raḍiyallāhu 'anhu- secara marfū', ""Sebaik-baik sahabat adalah 4 orang, sebaik-baik sarāyā (pasukan kecil) adalah yang berjumlah 400 orang, sebaik-baik bala tentara adalah yang berjumlah 4000 orang, dan pasukan berjumlah 12.000 tidak akan dikalahkan karena jumlah sedikit"".",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10855,hadith,عن حذيفة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «ان ما اتخوف عليكم رجل قرا القران حتى اذا رئيت بهجته عليه، وكان ردئا للاسلام، غيره الى ما شاء الله، فانسلخ منه ونبذه وراء ظهره، وسعى على جاره بالسيف، ورماه بالشرك»، قال: قلت: يا نبي الله، ايهما اولى بالشرك، المرمي ام الرامي؟ قال: «بل الرامي».,"Ḥużaifah -raḍiyallāhu 'anhu- berkata, Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, ""Sungguh yang aku khawatirkan pada kalian ialah seseorang yang membaca Al-Qur`ān, hingga ketika keindahan Al-Qur`ān terlihat padanya dan ia menjadi pembela bagi Islam, ternyata ia mengubahnya kepada yang dikehendaki Allah, kemudian ia meninggalkannya dan membuang (tidak mengamalkan)nya serta ia membunuh tetangganya dengan pedang dan menuduhnya dengan kesyirikan."" Ḥużaifah bertanya, ""Wahai Nabi utusan Allah! Siapakah yang lebih patut dengan kesyirikan, yang dituduh atau yang menuduh?"" Beliau bersabda, ""Yang menuduh.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:58061,hadith,"عن جابر بن عبد الله، قال: قال رسول الله صلى الله عليه وسلم : ""اذا خطب احدكم المراة، فان استطاع ان ينظر الى ما يدعوه الى نكاحها فليفعل"". فخطبت جارية فكنت اتخبا لها، حتى رايت منها ما دعاني الى نكاحها فتزوجتها.","Dari Jābir bin Abdullah, ia berkata, Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, ""Apabila seseorang dari kalian ingin meminang seorang wanita, seandainya ia bisa melihat apa-apa yang membuatnya tertarik menikahinya maka lakukanlah!"" Maka akupun meminang seorang wanita, lalu diam-diam mengintainya sehingga aku melihat sesuatu darinya yang menarik hatiku untuk menikahinya. Dan kemudian akupun benar- benar menikahinya.",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10941,hadith,عن عبد الله بن الزبير رضي الله عنهما قال: «كان رسول الله صلى الله عليه وسلم اذا قعد يدعو، وضع يده اليمنى على فخذه اليمنى، ويده اليسرى على فخذه اليسرى، واشار باصبعه السبابة، ووضع ابهامه على اصبعه الوسطى، ويلقم كفه اليسرى ركبته».,"Dari Abdullah bin Az-Zubair -raḍiyallāhu 'anhumā-, ia berkata, ""Rasulullah -ṣallallāhu 'alaihi wa sallam- biasanya saat duduk membaca doa, beliau meletakkan tangan kanannya di atas paha kanan dan tangan kiri di atas paha kiri. Beliau berisyarat dengan jari telunjuknya, meletakkan jempol di jari tengahnya, dan menelungkupkan telapak tangan kirinya di lutut kaki kirinya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:10568,hadith,عن ابي موسى رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «فناء امتي بالطعن والطاعون». فقيل: يا رسول الله، هذا الطعن قد عرفناه، فما الطاعون؟ قال: «وخز اعدائكم من الجن، وفي كل شهداء».,"Dari Abu Musa -raḍiyallāhu 'anhu-, ia berkata, Rasulullah -ṣallallāhu 'alaihi wa sallam- bersabda, ""Musnahnya umatku sebab tusukan pedang (perang) dan wabah penyakit."" Kemudian beliau ditanya, ""Wahai Rasulullah, tusukan pedang telah kami ketahui, lalu apa itu ṭā'ūn?!"" Beliau menjawab, ""Serangan musuh kalian dari bangsa jin. Dan (korban) dari keduanya adalah syahid.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3081,hadith,عن عبد الله بن عباس رضي الله عنه قال: «شهد عندي رجال مرضيون - وارضاهم عندي عمر- ان النبي صلى الله عليه وسلم نهى عن الصلاة بعد الصبح حتى تطلع الشمس، وبعد العصر حتى تغرب». وعن ابي سعيد رضي الله عنه عن رسول الله صلى الله عليه وسلم انه قال: «لا صلاة بعد الصبح حتى ترتفع الشمس، ولا صلاة بعد العصر حتى تغيب الشمس».,"Dari Abdullah bin 'Abbās -raḍiyallāhu 'anhu- ia berkata, ""Telah bersaksi di sisiku orang-orang yang diridai -dan Umar adalah orang yang paling aku ridai- bahwa Nabi Muhammad -ṣallallāhu 'alaihi wa sallam- melarang salat setelah Subuh sampai terbit matahari, dan setelah Asar sampai terbenam matahari."" Dari Abu Sa'īd -raḍiyallāhu 'anhu-, dari Rasulullah -ṣallallāhu 'alaihi wa sallam- bahwasannya beliau bersabda, ""Tidak ada salat setelah Subuh hingga matahari meninggi, dan tidak ada salat setelah Aṣar hingga matahari terbenam.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8895,hadith,عن ابن عمر رضي الله عنهما ان النبي صلى الله عليه وسلم قال: «من ضرب غلاما له حدا لم ياته، او لطمه، فان كفارته ان يعتقه».,"Dari Ibnu Umar -raḍiyallāhu 'anhumā- bahwa Nabi -ṣallallāhu 'alaihi wa sallam- bersabda, ""Siapa memukul budaknya sebagai hukuman atas kesalahan yang tidak ia lakukan, atau menamparnya, maka kafarat (tebusannya) adalah dengan memerdekakannya.""",id,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
