ref,domain,ar,tgt,tgt_lang,license
hadeethenc:4438,hadith,عن سهل بن سعد رضي الله عنه ان رسول الله صلى الله عليه وسلم قال: «لا يزال الناس بخير ما عجلوا الفطر».,"Sahl ibn Sa‘d (may Allah be pleased with him) reported that the Messenger of Allah (may Allah's peace and blessings be upon him) said: ""People will continue to be good as long as they hasten to break the fast.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:6326,hadith,عن شداد بن اوس رضي الله عنه قال: حفظت من رسول الله صلى الله عليه وسلم اثنتين قال: «ان الله محسن يحب الاحسان الى كل شيء، فاذا قتلتم فاحسنوا القتلة، واذا ذبحتم فاحسنوا الذبح، وليحد احدكم شفرته، وليرح ذبيحته».,"Shaddād ibn Aws (may Allah be pleased with him) reported: There are two things which I learned by heart from the Messenger of Allah (may Allah’s peace and blessings be upon him): ""Indeed, Allah is benevolent and He loves benevolence to everything. So, if you kill, kill benevolently, and if you slaughter, slaughter benevolently. Let one of you sharpen his blade and relieve his animal of suffering.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4296,hadith,عن انس رضي الله عنه قال: رايت رسول الله صلى الله عليه وسلم جالسا مقعيا ياكل تمرا.,Anas (may Allah be pleased with him) reported: I saw the Messenger of Allah (may Allah's peace and blessings be upon him) eating some dates while sitting on his buttocks with his knees bent upwards.,en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:2980,hadith,عن عبد الله بن مسعود رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: «من حلف على يمين وهو فيها فاجر ليقتطع بها مال امرئ مسلم، لقي الله وهو عليه غضبان». قال: فقال الاشعث: في والله كان ذلك؛ كان بيني وبين رجل من اليهود ارض، فجحدني، فقدمته الى النبي صلى الله عليه وسلم فقال لي رسول الله صلى الله عليه وسلم: «الك بينة؟» قلت: لا. قال: فقال لليهودي: «احلف». قال: قلت: يا رسول الله، اذن يحلف ويذهب بمالي. فانزل الله تعالى: {ان الذين يشترون بعهد الله وايمانهم ثمنا قليلا}. الى اخر الاية.,"‘Abdullah ibn Mas‘ūd (may Allah be pleased with him) reported: The Messenger of Allah (may Allah's peace and blessings be upon him) said: ""Whoever takes a false oath to deprive a Muslim person of his property unlawfully, will meet Allah while He is angry with him."" He said: Al-Ash‘ath said: By Allah, this was about me. I shared some land with a Jewish man. When he denied me my right, I complained against him to the Prophet (may Allah's peace and blessings be upon him). The Messenger of Allah (may Allah's peace and blessings be upon him) said to me: ""Do you have any proof?"" I said: No. So he said to the Jew: ""Swear an oath."" I said: O Messenger of Allah, he will swear an oath and seize my property. So, Allah Almighty revealed: {Those who trade the covenant of Allah and their oaths for a small price...} to the end of the verse.",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3133,hadith,عن عائشة ام المؤمنين رضي الله عنها قالت: جاءتني مسكينة تحمل ابنتين لها، فاطعمتها ثلاث تمرات، فاعطت كل واحدة منهما تمرة، ورفعت الى فيها تمرة لتاكلها، فاستطعمتها ابنتاها، فشقت التمرة التي كانت تريد ان تاكلها بينهما، فاعجبني شانها، فذكرت الذي صنعت لرسول الله صلى الله عليه وسلم، فقال: «ان الله قد اوجب لها بها الجنة، او اعتقها بها من النار».,"‘Ā’ishah, the Mother of the Believers, (may Allah be pleased with her), reported: A poor woman came to me carrying her two daughters. So I gave her three dates to eat, and she gave one to each of her daughters. She then lifted a date to her mouth to eat it, but her daughters asked for it, so she split the date between the two of them. Her action amazed me. I mentioned what she did to the Messenger of Allah (may Allah's peace and blessings be upon him) and he said: ""Indeed, Allah has made Paradise obligatory for her because of it, or He has freed her from Hellfire because of it.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:5831,hadith,عن ابن عمر رضي الله عنهما انه سمع رسول الله صلى الله عليه وسلم قال: «ما حق امرئ مسلم له شيء يوصي فيه، يبيت ثلاث ليال، الا ووصيته عنده مكتوبة»، قال عبد الله بن عمر رضي الله عنهما: «ما مرت علي ليلة منذ سمعت رسول الله صلى الله عليه وسلم قال ذلك الا وعندي وصيتي».,"Ibn ‘Umar (may Allah be pleased with him and his father) reported that he heard the Messenger of Allah (may Allah's peace and blessings be upon him) say: ""It is not proper for a Muslim who has something to bequeath to stay for three nights without having his will written with him."" ‘Abdullah ibn ‘Umar (may Allah be pleased with him and his father) said: ""Since I heard the Messenger of Allah (may Allah's peace and blessings be upon him) say this, not a single night has passed without my will being with me.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8905,hadith,عن ابي هريرة رضي الله عنه قال: لعن رسول الله صلى الله عليه وسلم الرجل يلبس لبسة المراة، والمراة تلبس لبسة الرجل.,Abu Hurayrah (may Allah be pleased with him) reported: The Messenger of Allah (may Allah's peace and blessings be upon him) cursed the man who wears women's clothes and the woman who wears men's clothes.,en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3327,hadith,"عن انس بن مالك رضي الله عنه «ان النبي صلى الله عليه وسلم وابا بكر وعمر رضي الله عنهما : كانوا يستفتحون الصلاة ب""الحمد لله رب العالمين""». وفي رواية: « صليت مع ابي بكر وعمر وعثمان، فلم اسمع احدا منهم يقرا ""بسم الله الرحمن الرحيم""». ولمسلم: « صليت خلف النبي صلى الله عليه وسلم وابي بكر وعمر وعثمان فكانوا يستفتحون ب""الحمد لله رب العالمين""، لا يذكرون ""بسم الله الرحمن الرحيم"" في اول قراءة ولا في اخرها».","Anas ibn Mālik (may Allah be pleased with him) reported: The Prophet (may Allah's peace and blessings be upon him) Abu Bakr and ‘Umar (may Allah be pleased with both of them) used to start the prayer with {[All] praise is [due] to Allah, the Lord of the worlds.} [Sūrat al-Fātihah: 1] Another narration reads: ""I prayed with Abu Bakr, ‘Umar, and ‘Uthmān and I did not hear any one of them recite ""In the name of Allah, the Most Compassionate, the Most Merciful."" A narration of Muslim reads: ""I prayed behind the Prophet (may Allah's peace and blessings be upon him), Abu Bakr, ‘Umar, and ‘Uthmān, and they used to start the prayer with {[All] praise is [due] to Allah, the Lord of the worlds} [Sūrat al-Fātihah: 1], without saying 'In the name of Allah, the Most Compassionate, the Most Merciful', neither in the beginning nor at the end.”",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:64657,hadith,عن ابي سعيد قال: سالنا رسول الله صلى الله عليه وسلم عن الجنين فقال: «كلوه ان شئتم، فان ذكاته، ذكاة امه».,"Abu Sa‘īd reported: We asked the Messenger of Allah (may Allah's peace and blessings be upon him) about the fetus (of edible animals). He said: ""Eat it if you wish, for it is considered legally slaughtered with the slaughtering of its mother.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:5949,hadith,"عن ابي هريرة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : ""تعس عبد الدينار، تعس عبد الدرهم، تعس عبد الخميصة، تعس عبد الخميلة، ان اعطي رضي، وان لم يعط سخط، تعس وانتكس، واذا شيك فلا انتقش، طوبى لعبد اخذ بعنان فرسه في سبيل الله، اشعث راسه، مغبرة قدماه، ان كان في الحراسة كان في الحراسة، وان كان في الساقة كان في الساقة، ان استاذن لم يؤذن له، وان شفع لم يشفع"".","Abu Hurayrah (may Allah be pleased with him) reported that the Prophet (may Allah's peace and blessings be upon him) said: ""Wretched is the slave of the dinar! Wretched is the slave of the dirham! Wretched is the slave of Khamīsah (a kind of fine garments)! Wretched is the slave of velvet! If given, he is pleased, but if not, he is displeased. May he be wretched and may he relapse, and if he is pierced with a thorn, may he not find anyone to take it out for him. Tūba (a tree in Paradise) is for a slave who holds the reins of his horse to strive in Allah's cause, with his hair unkempt and feet covered with dust: if he is appointed as a guard, he accepts his post with satisfaction, and if he is appointed in the vanguard, he accepts his post with satisfaction; (he is so simple and humble that) if he asks for permission, he is not permitted, and if he intercedes, his intercession is not accepted.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:66246,hadith,عن ابي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم قال: «لا يشير احدكم على اخيه بالسلاح، فانه لا يدري، لعل الشيطان ينزع في يده، فيقع في حفرة من النار».,"Abu Hurayrah (may Allah be pleased with him) reported that the Prophet (may Allah's peace and blessings be upon him) said: ""None of you should point a weapon at his brother, for he does not know; perhaps the devil causes his hand to slip, and then he falls into a pit of the Fire.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8296,hadith,عن المغيرة بن شعبة رضي الله عنه مرفوعا: قال سعد بن عبادة رضي الله عنه : لو رايت رجلا مع امراتي لضربته بالسيف غير مصفح عنه، فبلغ ذلك رسول الله صلى الله عليه وسلم، فقال: «اتعجبون من غيرة سعد، فوالله لانا اغير منه، والله اغير مني، من اجل غيرة الله حرم الفواحش، ما ظهر منها، وما بطن، ولا شخص اغير من الله، ولا شخص احب اليه العذر من الله، من اجل ذلك بعث الله المرسلين، مبشرين ومنذرين، ولا شخص احب اليه المدحة من الله، من اجل ذلك وعد الله الجنة».,"Al-Mughīrah ibn Shu‘bah (may Allah be pleased with him) reported: Sa‘d ibn ‘Ubādah (may Allah be pleased with him) said: ""If I saw a man with my wife, I would strike him with my bare sword."" That statement reached the Messenger of Allah (may Allah’s peace and blessings be upon him), who said: ""Are you astonished at the jealousy of Sa‘d? I swear by Allah, I am more jealous than him, and Allah is more jealous than me. Because of His jealousy, Allah has prohibited immorality, the apparent and the hidden thereof. There is no (Shakhs) one who is more jealous than Allah, and no (Shakhs) one loves warning more than Allah. That is why Allah sent the messengers as bearers of glad tidings and as warners. No (Shakhs) one loves to be praised more than Allah, and for that reason Allah has promised Paradise.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8964,hadith,عن بريدة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: «من حلف بالامانة فليس منا».,"Buraydah (may Allah be pleased with him) reported: The Messenger of Allah (may Allah's peace and blessings be upon him) said: ""Whoever swears by the Amānah (trust) is not one of us.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3295,hadith,عن انس بن مالك رضي الله عنه قال: مر النبي - صلى الله عليه وسلم - بامراة تبكي عند قبر، فقال: «اتقي الله واصبري» فقالت: اليك عني؛ فانك لم تصب بمصيبتي ولم تعرفه، فقيل لها: انه النبي - صلى الله عليه وسلم - فاتت باب النبي - صلى الله عليه وسلم - فلم تجد عنده بوابين، فقالت: لم اعرفك، فقال: «انما الصبر عند الصدمة الاولى». وفي رواية: «تبكي على صبي لها».,"Anas ibn Mālik (may Allah be pleased with him) reported: The Prophet (may Allah's peace and blessings be upon him) passed by a woman who was weeping beside a grave. He said to her: ""Fear Allah and be patient."" She said to him: ""Leave me alone, for you have not been afflicted with a calamity like mine."" She did not recognize him. She was later informed that he was the Prophet (may Allah's peace and blessings be upon him). So, she went to his house and there she did not find any doormen. Then she said to him: ""I did not recognize you."" He said: ""Indeed, patience is at the first shock."" According to another narration: ""She was crying over a son of hers.”",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:65553,hadith,عن ابن عباس رضي الله عنهما قال: قال رسول الله صلى الله عليه وسلم: «البسوا من ثيابكم البياض، فانها من خير ثيابكم، وكفنوا فيها موتاكم».,"Ibn ‘Abbās (may Allah be pleased with him and his father) reported: The Messenger of Allah (may Allah's peace and blessings be upon him) said: ""Wear white clothes, for they are among the best of your clothes; and shroud your deceased in them.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:11174,hadith,عن ابي هريرة رضي الله عنه ، قال: قال رسول الله صلى الله عليه وسلم : «خيركم خيركم لاهلي من بعدي». قال: فباع عبد الرحمن بن عوف حديقة باربع مائة الف، فقسمها في ازواج النبي صلى الله عليه وسلم .,"Abu Hurayrah (may Allah be pleased with him) reported that the Messenger of Allah (may Allah's peace and blessings be upon him) said: ""The best of you are the kindest to my family after me."" He said: ""‘Abdur-Rahmān ibn ‘Awf, thus, sold a garden for four hundred thousand, then divided it among the wives of the Prophet (may Allah's peace and blessings be upon him).",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:4948,hadith,عن ابن عمر رضي الله عنهما ، قال: كنا على عهد رسول الله صلى الله عليه وسلم ناكل ونحن نمشي، ونشرب ونحن قيام.,"Ibn ‘Umar (may Allah be pleased with him) reported: During the Prophet's lifetime, we would eat while walking and would drink while standing.",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3000,hadith,عن اسماء بنت ابي بكر رضي الله عنهما قالت: «نحرنا على عهد رسول الله صلى الله عليه وسلم فرسا فاكلناه». وفي رواية «ونحن بالمدينة».,"Asmā’ bint Abu Bakr (may Allah be pleased with her) reported: We slaughtered a horse and ate it at the time of the Messenger of Allah (may Allah's peace and blessings be upon him. Another narration has the following addition: ""while we were in Madīnah.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:3776,hadith,عن ابي هريرة رضي الله عنه عن رسول الله صلى الله عليه وسلم قال: «انه لياتي الرجل السمين العظيم يوم القيامة لا يزن عند الله جناح بعوضة».,"Abu Hurayrah (may Allah be pleased with him) reported that the Messenger of Allah (may Allah's peace and blessings be upon him) said: ""A huge fat man will come on the Day of Judgment weighing less than a mosquito wing in the sight of Allah.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8319,hadith,عن جابر بن عبد الله رضي الله عنهما ، قال: بلغني حديث عن رجل سمعه من رسول الله صلى الله عليه وسلم فاشتريت بعيرا، ثم شددت عليه رحلي، فسرت اليه شهرا، حتى قدمت عليه الشام فاذا عبد الله بن انيس، فقلت للبواب: قل له: جابر على الباب، فقال: ابن عبد الله؟ قلت: نعم، فخرج يطا ثوبه فاعتنقني، واعتنقته، فقلت: حديثا بلغني عنك انك سمعته من رسول الله صلى الله عليه وسلم في القصاص، فخشيت ان تموت، او اموت قبل ان اسمعه، قال: سمعت رسول الله صلى الله عليه وسلم يقول: «يحشر الناس يوم القيامة -او قال: العباد- عراة غرلا بهما» قال: قلنا: وما بهما؟ قال: «ليس معهم شيء، ثم يناديهم بصوت يسمعه من بعد كما يسمعه من قرب: انا الملك، انا الديان، ولا ينبغي لاحد من اهل النار، ان يدخل النار، وله عند احد من اهل الجنة حق، حتى اقصه منه، ولا ينبغي لاحد من اهل الجنة ان يدخل الجنة، ولاحد من اهل النار عنده حق، حتى اقصه منه، حتى اللطمة» قال: قلنا: كيف، وانا انما ناتي الله عز وجل عراة غرلا بهما؟ قال: «بالحسنات والسيئات».,"Jābir ibn ‘Abdullāh (may Allah be pleased with him) reported: I was told about a Hadīth from a man who heard it from the Prophet (may Allah's peace and blessings be upon him). So I bought a camel, prepared my baggage, and traveled for a month to reach him. I arrived at the Levant and found ‘Abdullāh ibn Unays. I said to the doorkeeper: ""Tell him Jābir is at the door."" He asked: ""Ibn Abdullāh?"" I said: ‘Yes.’ Unays came out, holding onto his garment and hugged me, and I hugged him too. I said: ""I learnt that you heard a Hadīth about recompense from the Messenger of Allah (may Allah's peace and blessings be upon him) and I was worried that you would die or I would die before hearing the Hadīth."" So he said: ""I heard the Messenger of Allah (may Allah's peace and blessings be upon him) saying: 'People – or he said slaves - will be gathered on the Day of Judgment naked and uncircumcised, and having nothing.'"" He continued: ""Then they will be summoned by a voice that is heard from far and near: ‘I am the King, I am the Recompenser, and none of the people of Hell will enter Hell with a right over one of the people of Paradise until I settle his right. And none of the people of Paradise will enter Paradise owing a right to one of the people of Hell, until I offset his right, even if it was a slap (on the face).'"" We said: “How could that be, when we come to Allah naked, uncircumcised and having nothing with us?” he said: “By the good and bad deeds.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:65312,hadith,عن النعمان بن بشير رضي الله عنهما قال: كنت عند منبر رسول الله صلى الله عليه وسلم، فقال رجل: ما ابالي الا اعمل عملا بعد الاسلام الا ان اسقي الحاج، وقال اخر: ما ابالي الا اعمل عملا بعد الاسلام الا ان اعمر المسجد الحرام، وقال اخر: الجهاد في سبيل الله افضل مما قلتم، فزجرهم عمر، وقال: لا ترفعوا اصواتكم عند منبر رسول الله صلى الله عليه وسلم وهو يوم الجمعة، ولكن اذا صليت الجمعة دخلت فاستفتيته فيما اختلفتم فيه، فانزل الله عز وجل: {اجعلتم سقاية الحاج وعمارة المسجد الحرام كمن امن بالله واليوم الاخر} [التوبة: 19] الاية الى اخرها.,"An-Nu‘mān ibn Bashīr (may Allah be pleased with him and his father) reported: I was standing by the pulpit of the Messenger of Allah (ﷺ) when a man said: I do not care if I do no other deed after becoming Muslim except that I give water to the pilgrims. Another said: I do not care if I do no other deed after becoming Muslim except that I maintain the Sacred Mosque. And another said: Jihad in the cause of Allah is better than what you have said. ‘Umar rebuked them and said: Do not raise your voices near the pulpit of the Messenger of Allah (ﷺ)—it is Friday! But when I have prayed the Friday prayer, I will go in and ask him about what you have differed on. Then Allah Almighty revealed: {Do you consider giving water to the pilgrims and maintaining the Sacred Mosque as equal to believing in Allah and the Last Day} [Surat at-Tawbah: 19] to the end of the verse.",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:2957,hadith,عن ابي هريرة رضي الله عنه ان النبي صلى الله عليه وسلم قال: «انتدب الله (ولمسلم: تضمن الله) لمن خرج في سبيله، لا يخرجه الا جهاد في سبيلي، وايمان بي، وتصديق برسلي فهو علي ضامن: ان ادخله الجنة، او ارجعه الى مسكنه الذي خرج منه، نائلا ما نال من اجر او غنيمة». ولمسلم: «مثل المجاهد في سبيل الله -والله اعلم بمن جاهد في سبيله- كمثل الصائم القائم، وتوكل الله للمجاهد في سبيله ان توفاه: ان يدخله الجنة، او يرجعه سالما مع اجر او غنيمة».,"Abu Hurayrah (may Allah be pleased with him) reported that the Prophet (may Allah's peace and blessings be upon him) said: ""Allah has assigned (in a wording of Sahih Muslim: Allah guaranteed) for the one who goes out (to fight) in His cause, driven by nothing but (desire for) Jihad in My cause and belief in Me and in My messengers, then he has a guarantee from Me that I will admit him into Paradise or return him to his abode whence he came forth, receiving whatever reward or war booty he managed to obtain."" A narration of Muslim reads: ""The Mujāhid in the cause of Allah, and Allah knows best who fights in His cause, is like the one who fasts and stands (in prayer at night), and Allah has guaranteed for the one who fights in His cause to admit him into Paradise if He takes his soul, or to return him safe and sound with reward or booty.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
hadeethenc:8396,hadith,عن طلق بن علي رضي الله عنه قال: قدمنا على نبي الله صلى الله عليه وسلم فجاء رجل كانه بدوي، فقال: يا نبي الله، ما ترى في مس الرجل ذكره بعد ما يتوضا؟ فقال: «هل هو الا مضغة منه»، او قال: « بضعة منه».,"Talq ibn ‘Ali (may Allah be pleased with him) reported: We went to the Prophet (may Allah's peace and blessings be upon him) and a man, who seemed to be a Bedouin, came forward and said: ""O Prophet, what do you say regarding the man who touches his penis after making ablution?"" The Prophet (may Allah's peace and blessings be upon him) said: ""Is it not but a piece of him."" Or he said: ""a part of him.""",en,"HadeethEnc.com; attribution required, no modification of the published text, keep version/transcript info -- see PLAN.md section 8.1"
