ref,domain,ar,tgt,tgt_lang,license
hadith:tirmidhi:1973,hadith,حدثنا يحيى بن موسى، حدثنا عبد الرزاق، عن معمر، عن ايوب، عن ابن ابي مليكة، عن عائشة، قالت ما كان خلق ابغض الى رسول الله صلى الله عليه وسلم من الكذب ولقد كان الرجل يحدث عند النبي صلى الله عليه وسلم بالكذبة فما يزال في نفسه حتى يعلم انه قد احدث منها توبة ‏.‏ قال ابو عيسى هذا حديث حسن ‏.‏,ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ رسول اللہ صلی اللہ علیہ وسلم کے نزدیک جھوٹ سے بڑھ کر کوئی اور عادت نفرت کے قابل ناپسندیدہ نہیں تھی، اور جب کوئی آدمی نبی اکرم صلی اللہ علیہ وسلم کے پاس جھوٹ بولتا تو وہ ہمیشہ آپ کی نظر میں قابل نفرت رہتا یہاں تک کہ آپ جان لیتے کہ اس نے جھوٹ سے توبہ کر لی ہے، امام ترمذی کہتے ہیں: یہ حدیث حسن ہے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:970,hadith,اخبرنا محمد بن عبد الاعلى، قال انبانا خالد، قال حدثنا ابن جريج، عن عطاء، عن ابي هريرة، قال في كل صلاة قراءة فما اسمعنا رسول الله صلى الله عليه وسلم اسمعناكم وما اخفاها اخفينا منكم ‏.‏,ابوہریرہ رضی اللہ عنہ کہتے ہیں کہ ہر نماز میں قرآت ہے، تو جسے رسول اللہ صلی اللہ علیہ وسلم نے ہمیں سنایا ہم تمہیں سنا رہے ہیں، اور جسے آپ نے ہم سے چھپایا ہم تم سے چھپا رہے ہیں ۱؎۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:2941,hadith,"حدثنا احمد بن صالح، حدثنا ابن وهب، حدثني مالك، عن ابن شهاب، عن عروة، ان عائشة، رضى الله عنها اخبرته عن بيعة، رسول الله صلى الله عليه وسلم النساء قالت ما مس رسول الله صلى الله عليه وسلم يد امراة قط الا ان ياخذ عليها فاذا اخذ عليها فاعطته قال ‏ ""‏ اذهبي فقد بايعتك ‏""‏ ‏.‏",عروہ کہتے ہیں کہ ام المؤمنین عائشہ رضی اللہ عنہا نے انہیں بتایا کہ رسول اللہ صلی اللہ علیہ وسلم عورتوں سے کس طرح بیعت لیا کرتے تھے، انہوں نے کہا کہ رسول اللہ صلی اللہ علیہ وسلم نے کبھی کسی اجنبی عورت کا ہاتھ نہیں چھوا، البتہ عورت سے عہد لیتے جب وہ عہد دے دیتی تو آپ صلی اللہ علیہ وسلم فرماتے: جاؤ میں تم سے بیعت لے چکا ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:6668,hadith,حدثنا فروة بن ابي المغراء، حدثنا علي بن مسهر، عن هشام بن عروة، عن ابيه، عن عائشة  رضى الله عنها  قالت هزم المشركون يوم احد هزيمة تعرف فيهم، فصرخ ابليس اى عباد الله اخراكم، فرجعت اولاهم فاجتلدت هي واخراهم، فنظر حذيفة بن اليمان فاذا هو بابيه فقال ابي ابي‏.‏ قالت فوالله ما انحجزوا حتى قتلوه، فقال حذيفة غفر الله لكم‏.‏ قال عروة فوالله ما زالت في حذيفة منها بقية حتى لقي الله‏.‏,ہم سے فروہ بن ابی المغراء نے بیان کیا، کہا ہم سے علی بن مسہر نے، ان سے ہشام بن عروہ نے، ان سے ان کے والد نے اور ان سے عائشہ رضی اللہ عنہا نے بیان کیا کہ جب احد کی لڑائی میں مشرک شکست کھا گئے اور اپنی شکست ان میں مشہور ہو گئی تو ابلیس نے چیخ کر کہا ( مسلمانوں سے ) کہ اے للہ کے بندو! پیچھے دشمن ہے چنانچہ آگے کے لوگ پیچھے کی طرف پل پڑے اور پیچھے والے ( مسلمانوں ہی سے ) لڑ پڑے۔ اس حالت میں حذیفہ بن الیمان رضی اللہ عنہ نے دیکھا کہ لوگ ان کے مسلمان والد کو بےخبری میں مار رہے ہیں تو انہوں نے مسلمانوں سے کہا کہ یہ تو میرے والد ہیں جو مسلمان ہیں، میرے والد! عائشہ رضی اللہ عنہا نے بیان کیا کہ اللہ کی قسم لوگ پھر بھی باز نہیں آئے اور آخر انہیں قتل کر ہی ڈالا۔ حذیفہ رضی اللہ عنہ نے کہا، اللہ تمہاری مغفرت کرے۔ عروہ نے بیان کیا کہ حذیفہ رضی اللہ عنہ کو اپنے والد کی اس طرح شہادت کا آخر وقت تک رنج اور افسوس ہی رہا یہاں تک کہ وہ اللہ سے جا ملے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:740,hadith,"حدثنا يحيى بن يحيى، وقتيبة بن سعيد، وابو بكر بن ابي شيبة قال يحيى اخبرنا وقال الاخران، حدثنا ابو الاحوص، عن ابي اسحاق، عن سليمان بن صرد، عن جبير بن مطعم، قال تماروا في الغسل عند رسول الله صلى الله عليه وسلم فقال بعض القوم اما انا فاني اغسل راسي كذا وكذا فقال رسول الله صلى الله عليه وسلم ‏ ""‏ اما انا فاني افيض على راسي ثلاث اكف ‏""‏ ‏.‏",ابو احوص نے ابو اسحاق سے ، انہو ں نے سلیمان بن صرد سے ، انہوں نے حضرت جبیر بن مطعم ‌رضی ‌اللہ ‌عنہ ‌ ‌ سے روایت کی ، کہا : کچھ لوگوں نے رسول اللہ ﷺ کے پاس غسل کےمتعلق ایک دوسرے سے تکرار کی ، چنانچہ بعضوں نے کہا : لیکن میں ، میں تو سر کو اتنا اور اتنا دھو تا ہوں ۔ تو رسو ل اللہ ﷺ نے فرمایا : ’’لیکن میں تو اپنے سر پر تین ہتھلیاں بھر کر ( پانی ) ڈالتاہوں ۔ ‘ ‘,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:1391,hadith,وعن هشام، عن ابيه، عن عائشة  رضى الله عنها  انها اوصت عبد الله بن الزبير  رضى الله عنهما  لا تدفني معهم وادفني مع صواحبي بالبقيع، لا ازكى به ابدا‏.‏,ہشام اپنے والد سے اور وہ عائشہ رضی اللہ عنہا سے روایت کرتے ہیں کہ آپ نے عبداللہ بن زبیر رضی اللہ عنہما کو وصیت کی تھی کہ مجھے نبی کریم صلی اللہ علیہ وسلم اور آپ صلی اللہ علیہ وسلم کے ساتھیوں کے ساتھ دفن نہ کرنا۔ بلکہ میری دوسری سوکنوں کے ساتھ بقیع غرقد میں مجھے دفن کرنا۔ میں یہ نہیں چاہتی کہ ان کے ساتھ میری بھی تعریف ہوا کرے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:3079,hadith,"حدثنا ابو كريب، حدثنا ابو بكر بن عياش، عن عاصم بن بهدلة، عن مصعب بن سعد، عن ابيه، قال لما كان يوم بدر جئت بسيف فقلت يا رسول الله ان الله قد شفى صدري من المشركين او نحو هذا هب لي هذا السيف ‏.‏ فقال ‏""‏ هذا ليس لي ولا لك ‏""‏ ‏.‏ فقلت عسى ان يعطى هذا من لا يبلي بلائي فجاءني الرسول فقال ‏""‏ انك سالتني وليس لي وقد صار لي وهو لك ‏""‏ ‏.‏ قال فنزلت ‏:‏ ‏(‏ يسالونك عن الانفال ‏)‏ الاية ‏.‏ قال ابو عيسى هذا حديث حسن صحيح ‏.‏ وقد رواه سماك بن حرب عن مصعب بن سعد ايضا ‏.‏ وفي الباب عن عبادة بن الصامت ‏.‏",سعد بن ابی وقاص رضی الله عنہ کہتے ہیں کہ جنگ بدر کے دن میں ایک تلوار لے کر ( رسول اللہ صلی اللہ علیہ وسلم کے پاس ) پہنچا۔ میں نے کہا: اللہ کے رسول! اللہ نے میرا سینہ مشرکین سے ٹھنڈا کر دیا ( یعنی انہیں خوب مارا ) یہ کہا یا ایسا ہی کوئی اور جملہ کہا ( راوی کو شک ہو گیا ) آپ یہ تلوار مجھے عنایت فرما دیں، آپ صلی اللہ علیہ وسلم نے فرمایا: ”یہ نہ میری ہے اور نہ تیری ۱؎، میں نے ( جی میں ) کہا ہو سکتا ہے یہ ایسے شخص کو مل جائے جس نے میرے جیسا کارنامہ جنگ میں نہ انجام دیا ہو، ( میں حسرت و یاس میں ڈوبا ہوا آپ کے پاس سے اٹھ کر چلا آیا ) تو ( میرے پیچھے ) رسول اللہ صلی اللہ علیہ وسلم کا قاصد آیا اور اس نے ( آپ کی طرف سے ) کہا: تم نے مجھ سے تلوار مانگی تھی، تب وہ میری نہ تھی اور اب وہ ( بحکم الٰہی ) میرے اختیار میں آ گئی ہے ۲؎، تو اب وہ تمہاری ہے ( میں اسے تمہیں دیتا ہوں ) راوی کہتے ہیں، اسی موقع پر «يسألونك عن الأنفال» ۳؎ والی آیت نازل ہوئی۔ امام ترمذی کہتے ہیں: ۱- یہ حدیث حسن صحیح ہے، ۲- اس حدیث کو سماک بن حرب نے بھی مصعب سے روایت کیا ہے، ۳- اس باب میں عبادہ بن صامت سے بھی روایت ہے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:1,hadith,حدثنا ابو بكر بن ابي شيبة قال: حدثنا شريك عن الاعمش عن ابي صالح عن ابي هريرة قال: قال رسول الله صلى الله عليه وسلم: «ما امرتكم به فخذوه وما نهيتكم عنه فانتهوا»,ابوہریرہ رضی اللہ عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: میں تمہیں جس چیز کا حکم دوں اسے مانو، اور جس چیز سے روک دوں اس سے رک جاؤ ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:2403,hadith,"حدثنا مسدد، حدثنا يزيد بن زريع، حدثنا حسين المعلم، حدثنا عطاء بن ابي رباح، عن جابر بن عبد الله  رضى الله عنهما  قال اعتق رجل غلاما له عن دبر فقال النبي صلى الله عليه وسلم ‏ ""‏ من يشتريه مني ‏""‏‏.‏ فاشتراه نعيم بن عبد الله، فاخذ ثمنه، فدفعه اليه‏.‏",ہم سے مسدد نے بیان کیا، کہا کہ ہم سے یزید بن زریع نے بیان کیا، ان سے حسین معلم نے بیان کیا، ان سے عطاء بن ابی رباح نے بیان کیا، اور ان سے جابر بن عبداللہ رضی اللہ عنہما نے بیان کیا کہ ایک شخص نے اپنا ایک غلام اپنی موت کے ساتھ آزاد کرنے کے لیے کہا۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ اس غلام کو مجھ سے کون خریدتا ہے؟ نعیم بن عبداللہ نے اسے خرید لیا اور آپ صلی اللہ علیہ وسلم نے اس کی قیمت ( آٹھ سو درہم ) وصول کر کے اس کے مالک کو دے دی۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:malik:864,hadith,وحدثني عن مالك، عن ثور بن زيد الديلي، عن عكرمة، مولى ابن عباس قال لا اظنه الا عن عبد الله بن عباس، انه قال الذي يصيب اهله قبل ان يفيض يعتمر ويهدي ‏.‏,عبداللہ بن عباس نے کہا جو شخص صحبت کرے اپنی بی بی سے قبل طواف زیارة کے تو وہ ایک عمرہ کرے اور ہدی دے ۔ ربیعہ بن ابی عبدالرحمن نے بھی ایسا ہی کہا ہے ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:1511,hadith,"حدثنا عبد القدوس بن محمد، حدثنا داود بن شبيب الباهلي، حدثنا ابراهيم بن عثمان، حدثنا الحكم بن عتيبة، عن مقسم، عن ابن عباس، قال لما مات ابراهيم ابن رسول الله  صلى الله عليه وسلم  صلى عليه رسول الله  صلى الله عليه وسلم  وقال ‏ ""‏ ان له مرضعا في الجنة ولو عاش لكان صديقا نبيا ‏.‏ ولو عاش لعتقت اخواله القبط وما استرق قبطي ‏""‏ ‏.‏",عبداللہ بن عباس رضی اللہ عنہما کہتے ہیں کہ جب رسول اللہ صلی اللہ علیہ وسلم کے بیٹے ابراہیم کا انتقال ہو گیا، تو آپ نے ان کی نماز جنازہ پڑھائی، اور فرمایا: جنت میں ان کے لیے ایک دایہ ہے، اور اگر وہ زندہ رہتے تو صدیق اور نبی ہوتے، اور ان کے ننہال کے قبطی آزاد ہو جاتے، اور کوئی بھی قبطی غلام نہ بنایا جاتا ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:942,hadith,"اخبرنا قتيبة، عن مالك، عن نافع، عن ابن عمر، ان رسول الله صلى الله عليه وسلم قال ‏ ""‏ مثل صاحب القران كمثل صاحب الابل المعقلة اذا عاهد عليها امسكها وان اطلقها ذهبت ‏""‏ ‏.‏",عبداللہ بن عمر رضی اللہ عنہم سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: صاحب قرآن ۱؎ کی مثال اس شخص کی سی ہے جس کے اونٹ رسی سے بندھے ہوں، جب تک وہ ان کی نگرانی کرتا رہتا ہے تو وہ بندھے رہتے ہیں، اور جب انہیں چھوڑ دیتا ہے تو وہ بھاگ جاتے ہیں ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:3880,hadith,حدثنا عثمان بن ابي شيبة، حدثنا جرير، عن الاعمش، عن ابراهيم، عن الاسود، عن عائشة، رضى الله عنها قالت كان يؤمر العائن فيتوضا ثم يغتسل منه المعين ‏.‏,ام المؤمنین عائشہ رضی اللہ عنہا کہتی ہیں کہ نظر بد لگانے والے کو حکم دیا جاتا تھا کہ وہ وضو کرے پھر جسے نظر لگی ہوتی اس پانی سے غسل کرتا۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:2488,hadith,وحدثنا ابو بكر بن ابي شيبة، حدثنا حسين بن علي، عن زائدة، عن سماك، عن عبد الرحمن بن القاسم، عن ابيه، عن عائشة، ح . وحدثنا محمد بن المثنى، حدثنا محمد بن جعفر، حدثنا شعبة، قال سمعت عبد، الرحمن بن القاسم قال سمعت القاسم، يحدث عن عائشة، عن النبي صلى الله عليه وسلم بمثل ذلك ‏.‏,سماک اور شعبہ نے عبد الرحمٰن بن قاسم سے روایت کی کہا میں نے قاسم سے سنا ، وہ حضرت عائشہ رضی اللہ تعالیٰ عنہا کے حوالے سے نبی اکرم صلی اللہ علیہ وسلم سے اس ( سابقہ حدیث ) کے مانند بیان کر رہے تھے ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:6684,hadith,حدثنا عبد العزيز بن عبد الله، حدثنا سليمان بن بلال، عن حميد، عن انس، قال الى رسول الله صلى الله عليه وسلم من نسائه، وكانت انفكت رجله، فاقام في مشربة تسعا وعشرين ليلة، ثم نزل فقالوا يا رسول الله اليت شهرا‏.‏ فقال ‏{‏ان الشهر يكون تسعا وعشرين‏}‏,ہم سے عبدالعزیز بن عبداللہ نے بیان کیا، کہا ہم سے سلیمان بن بلال نے بیان کیا، ان سے حمید نے اور ان سے انس رضی اللہ عنہ نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے اپنی بیویوں کے ساتھ ایلاء کیا (یعنی قسم کھائی کہ آپ ان کے یہاں ایک مہینہ تک نہیں جائیں گے) اور نبی کریم صلی اللہ علیہ وسلم کے پاؤں میں موچ آ گئی تھی۔ چنانچہ نبی کریم صلی اللہ علیہ وسلم اپنے بالا خانہ میں انتیس دن تک قیام پذیر رہے پھر وہاں سے اترے، لوگوں نے کہا یا رسول اللہ! آپ نے ایلاء ایک مہینے کے لیے کیا تھا؟ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ یہ مہینہ انتیس دن کا ہے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:4656,hadith,حدثنا حفص بن عمر ابو عمر الضرير، حدثنا حماد بن سلمة، ان سعيد بن اياس الجريري، اخبرهم عن عبد الله بن شقيق العقيلي، عن الاقرع، مؤذن عمر بن الخطاب قال بعثني عمر الى الاسقف فدعوته فقال له عمر وهل تجدني في الكتاب قال نعم ‏.‏ قال كيف تجدني قال اجدك قرنا ‏.‏ فرفع عليه الدرة فقال قرن مه فقال قرن حديد امين شديد ‏.‏ قال كيف تجد الذي يجيء من بعدي فقال اجده خليفة صالحا غير انه يؤثر قرابته ‏.‏ قال عمر يرحم الله عثمان ثلاثا فقال كيف تجد الذي بعده قال اجده صدا حديد فوضع عمر يده على راسه فقال يا دفراه يا دفراه ‏.‏ فقال يا امير المؤمنين انه خليفة صالح ولكنه يستخلف حين يستخلف والسيف مسلول والدم مهراق ‏.‏ قال ابو داود الدفر النتن ‏.‏,عمر بن خطاب رضی اللہ عنہ کے مؤذن اقرع کہتے ہیں مجھے عمر نے ایک پادری کے پاس بلانے کے لیے بھیجا، میں اسے بلا لایا، تو عمر نے اس سے کہا: کیا تم کتاب میں مجھے ( میرا حال ) پاتے ہو؟ وہ بولا: ہاں، انہوں نے کہا: کیسا پاتے ہو؟ وہ بولا: میں آپ کو قرن پاتا ہوں، تو انہوں نے اس پر درہ اٹھایا اور کہا: قرن کیا ہے؟ وہ بولا: لوہے کی طرح مضبوط اور سخت امانت دار، انہوں نے کہا: جو میرے بعد آئے گا تم اسے کیسے پاتے ہو؟ وہ بولا: میں اسے نیک خلیفہ پاتا ہوں، سوائے اس کے کہ وہ اپنے رشتہ داروں کو ترجیح دے گا، عمر نے کہا: اللہ عثمان پر رحم کرے، ( تین مرتبہ ) پھر کہا: ان کے بعد والے کو تم کیسے پاتے ہو؟ وہ بولا: وہ تو لوہے کا میل ہے ( یعنی برابر تلوار سے کام رہنے کی وجہ سے ان کا بدن اور ہاتھ گویا دونوں ہی زنگ آلود ہو جائیں گے ) عمر نے اپنا ہاتھ اس کے سر پر رکھا، اور فرمایا: اے گندے! بدبودار ( تو یہ کیا کہتا ہے ) اس نے کہا: اے امیر المؤمنین! وہ ایک نیک خلیفہ ہو گا لیکن جب وہ خلیفہ بنایا جائے گا تو حال یہ ہو گا کہ تلوار بے نیام ہو گی، خون بہہ رہا ہو گا، ( یعنی اس کی خلافت فتنہ کے وقت ہو گی ) ۔ ابوداؤد کہتے ہیں: «الدفر» کے معنی «نتن» یعنی بدبو کے ہیں۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:797,hadith,حدثنا معاذ بن فضالة، قال حدثنا هشام، عن يحيى، عن ابي سلمة، عن ابي هريرة، قال لاقربن صلاة النبي صلى الله عليه وسلم‏.‏ فكان ابو هريرة  رضى الله عنه  يقنت في الركعة الاخرة من صلاة الظهر وصلاة العشاء، وصلاة الصبح، بعد ما يقول سمع الله لمن حمده‏.‏ فيدعو للمؤمنين ويلعن الكفار‏.‏,ہم سے معاذ بن فضالہ نے بیان کیا، انہوں نے ہشام دستوائی سے، انہوں نے یحییٰ بن ابی کثیر سے، انہوں نے ابوسلمہ سے، انہوں نے ابوہریرہ رضی اللہ عنہ سے، انہوں نے کہا کہ لو میں تمہیں نبی کریم صلی اللہ علیہ وسلم کی نماز کے قریب قریب کر دوں گا۔ چنانچہ ابوہریرہ رضی اللہ عنہ، ظہر، عشاء اور صبح کی آخری رکعات میں قنوت پڑھا کرتے تھے۔ «سمع الله لمن حمده» کے بعد۔ یعنی مومنین کے حق میں دعا کرتے اور کفار پر لعنت بھیجتے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:1469,hadith,اخبرنا عمرو بن عثمان بن سعيد، قال حدثنا الوليد، عن ابن نمر، - وهو عبد الرحمن بن نمر - عن الزهري، عن كثير بن عباس، ح واخبرني عمرو بن عثمان، قال حدثنا الوليد، عن الاوزاعي، عن الزهري، قال اخبرني كثير بن عباس، عن عبد الله بن عباس، ان رسول الله صلى الله عليه وسلم صلى يوم كسفت الشمس اربع ركعات في ركعتين واربع سجدات ‏‏.‏‏,عبداللہ بن عباس رضی اللہ عنہم سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے جس دن سورج گرہن لگا، دو رکعت نماز پڑھی، تو چار رکوع اور چار سجدے کیے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:3107,hadith,وحدثناه ابو بكر بن ابي شيبة، حدثنا عبدة بن سليمان، وعبد الله بن نمير، وحميد، بن عبد الرحمن عن هشام بن عروة، بهذا الاسناد وزاد في حديث حميد قال هشام والنص فوق العنق ‏.‏,"ابو بکر بن ابی شیبہ نے ہمیں یہ حدیث سنائی ( کہا : ) ہمیں عبدہ بن سلیمان ، عبداللہ بن نمیر اور حمید بن عبدالرحمان نے ہشام بن عروہ سے اسی سند کے ساتھ روایت کی اور حمید کی حدیث میں یہ اضافہ کیا : "" ہشام نے کہا : نص ( تیز رفتاری میں ) عنق سے اوپر کادرجہ ہے ۔",ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:3797,hadith,"وحدثنا قتيبة بن سعيد، حدثنا ليث، عن ابن الهاد، عن عمر بن علي بن حسين، عن سعيد ابن مرجانة، عن ابي هريرة، قال سمعت رسول الله صلى الله عليه وسلم يقول ‏ ""‏ من اعتق رقبة مؤمنة اعتق الله بكل عضو منه عضوا من النار حتى يعتق فرجه بفرجه‏""‏ ‏.‏","عمر بن ( زین العابدین ) علی بن حسین ( بن علی بن ابی طالب ) نے سعید بن مرجانہ سے اور انہوں نے حضرت ابوہریرہ رضی اللہ عنہ سے روایت کی ، انہوں نے کہا : میں نے رسول اللہ صلی اللہ علیہ وسلم کو یہ فرماتے ہوئے سنا : "" جس نے کسی مومن گردن کو آزاد کیا ، اللہ تعالیٰ اس کے ہر عضو کے بدلے ( اس آزاد کرنے والے کا ہی ) عضو آگ سے آزاد کرے گا ، حتی کہ اس کی شرمگاہ کے بدلے اس کی شرمگاہ کو بھی آزاد کر دے گا",ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:3072,hadith,"حدثنا عبد بن حميد، حدثنا يعلى بن عبيد، عن فضيل بن غزوان، عن ابي حازم، عن ابي هريرة، عن النبي صلى الله عليه وسلم قال ‏ ""‏ ثلاث اذا خرجن ‏:‏ ‏‏لم ينفع نفسا ايمانها لم تكن امنت من قبل‏ الاية الدجال والدابة وطلوع الشمس من المغرب او من مغربها ‏""‏ ‏.‏ قال ابو عيسى هذا حديث حسن صحيح ‏.‏ وابو حازم هو الاشجعي الكوفي واسمه سلمان مولى عزة الاشجعية ‏.‏",ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ”تین چیزیں ایسی ہیں کہ جب وہ ظاہر ہوں گی، تو جو شخص پہلے سے ایمان نہ لایا ہو گا اسے اس کا ( بروقت ) ایمان لانا فائدہ نہ پہنچا سکے گا، دجال کا ظاہر ہونا چوپائے کا نکلنا سورج کا پچھم سے نکلنا“۔ امام ترمذی کہتے ہیں: ۱- یہ حدیث حسن صحیح ہے ۲- ابوحازم سے حازم اشجعی کوفی مراد ہیں۔ ان کا نام سلمان ہے اور وہ عزہ اشجعیہ کے آزاد کردہ غلام ہیں۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:2862,hadith,"حدثنا احمد بن محمد، اخبرنا عبد الله، اخبرنا شعبة، عن قتادة، سمعت انس بن مالك  رضى الله عنه  قال كان بالمدينة فزع، فاستعار النبي صلى الله عليه وسلم فرسا لابي طلحة، يقال له مندوب فركبه، وقال ‏ ""‏ ما راينا من فزع، وان وجدناه لبحرا ‏""‏‏.‏",ہم سے احمد بن محمد نے بیان کیا، کہا ہم کو عبداللہ بن مبارک نے خبر دی، کہا ہم کو شعبہ نے خبر دی، انہیں قتادہ نے اور انہوں نے انس بن مالک رضی اللہ عنہ سے سنا کہ مدینہ میں ( ایک رات ) کچھ خوف اور گھبراہٹ ہوئی تو نبی کریم صلی اللہ علیہ وسلم نے ابوطلحہ رضی اللہ عنہ کا ایک گھوڑا مانگ لیا۔ اس گھوڑے کا نام ”مندوب“ تھا۔ آپ صلی اللہ علیہ وسلم اس پر سوار ہوئے اور واپس آ کر فرمایا کہ خوف کی تو کوئی بات ہم نے نہیں دیکھی البتہ یہ گھوڑا کیا ہے دریا ہے!۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:649,hadith,وحدثني محمد بن الصباح، حدثنا اسماعيل بن زكرياء، عن الاعمش، بهذا الاسناد مثله ولم يقل فليرقه ‏.‏,اسماعیل بن زکریا نے اعمش کےحوالے سے ، باقی ماندہ مذکورہ سند کے ساتھ ، یہی روایت بیان کی لیکن ’’اسے بہادے ‘ ‘ کے الفاظ نہیں کہے ۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:6904,hadith,"حدثنا محمد بن المثنى، ومحمد بن بشار، قالا حدثنا محمد بن جعفر، حدثنا شعبة، عن ابي اسحاق، عن ابي الاحوص، عن عبد الله، عن النبي صلى الله عليه وسلم انه كان يقول ‏ ""‏ اللهم اني اسالك الهدى والتقى والعفاف والغنى ‏""‏ ‏.‏","محمد بن مثنیٰ اور محمد بن بشار نے کہا : ہمیں محمد بن جعفر نے حدیث بیان کی ، انہوں نے کہا : ہمیں شعبہ نے ابواسحٰق سے حدیث سنائی ، انہوں نے ابواحوص سے ، انہوں نے حضرت عبداللہ ( بن مسعود رضی اللہ عنہ ) سے اور انہوں نے نبی صلی اللہ علیہ وسلم سے روایت کی کہ آپ صلی اللہ علیہ وسلم فرمایا کرتے تھے : "" اے اللہ! میں تجھ سے ہدایت ، تقویٰ ، پاک دامنی ، اور ( دل کا ) غنا مانگتا ہوں ۔",ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:3434,hadith,"حدثنا نصر بن عبد الرحمن الكوفي، حدثنا المحاربي، عن مالك بن مغول، عن محمد بن سوقة، عن نافع، عن ابن عمر، قال كان يعد لرسول الله صلى الله عليه وسلم في المجلس الواحد مائة مرة من قبل ان يقوم ‏ ""‏ رب اغفر لي وتب على انك انت التواب الغفور ‏""‏ ‏.‏ حدثنا ابن ابي عمر، حدثنا سفيان، عن محمد بن سوقة، بهذا الاسناد نحوه بمعناه ‏.‏ قال هذا حديث حسن صحيح غريب ‏.‏",عبداللہ بن عمر رضی الله عنہما کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم کی ایک مجلس میں مجلس سے اٹھنے سے پہلے سو سو مرتبہ: «رب اغفر لي وتب علي إنك أنت التواب الغفور» ”اے ہمارے رب! ہمیں بخش دے اور ہماری توبہ قبول فرما، بیشک تو توبہ قبول کرنے اور بخشنے والا ہے“، گنا جاتا تھا۔ سفیان نے محمد بن سوقہ سے اسی سند کے ساتھ اسی طرح اسی کے ہم معنی حدیث روایت کی۔ امام ترمذی کہتے ہیں: یہ حدیث حسن صحیح غریب ہے۔,ur,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
