ref,domain,ar,tgt,tgt_lang,license
quran:20:99,quran,كذلك نقص عليك من انباء ما قد سبق وقد ءاتينك من لدنا ذكر ا,"Demikianlah Kami kisahkan kepadamu (Muhammad) sebagian kisah (umat) yang telah lalu, dan sungguh, telah Kami berikan kepadamu suatu peringatan (Alquran) dari sisi Kami",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:75:1,quran,لا اقسم بيوم ٱلقيمة,Aku bersumpah dengan hari Kiamat,id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:6:132,quran,ولكل درجت مما عملوا وما ربك بغفل عما يعملون,Dan masing-masing orang memperoleh derajat-derajat (seimbang) dengan apa yang dikerjakannya. Dan Tuhan-mu tidak lengah dari apa yang mereka kerjakan,id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:61:12,quran,يغفر لكم ذنوبكم ويدخلكم جنت تجري من تحتها ٱلانهر ومسكن طيبة في جنت عدن ذلك ٱلفوز ٱلعظيم,"niscaya Allah akan mengampuni dosa-dosamu dan memasukkanmu ke dalam surga yang mengalir di bawahnya sungai-sungai, dan (memasukkan kamu) ke tempat tinggal yang baik di dalam surga ʻAdn. Itulah keberuntungan yang besar",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:5:28,quran,لين بسطت الي يدك لتقتلني ما انا بباسط يدي اليك لاقتلك اني اخاف ٱلله رب ٱلعلمين,"Sungguh, kalau kamu menggerakkan tanganmu kepadaku untuk membunuhku, aku sekali-kali tidak akan menggerakkan tanganku kepadamu untuk membunuhmu. Sesungguhnya aku takut kepada Allah, Tuhan seru sekalian alam",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:33:5,quran,ٱدعوهم لابايهم هو اقسط عند ٱلله فان لم تعلموا ءاباءهم فاخونكم في ٱلدين وموليكم وليس عليكم جناح فيما اخطاتم به ولكن ما تعمدت قلوبكم وكان ٱلله غفور ا رحيما,"Panggillah mereka (anak angkat itu) dengan (memakai) nama bapak-bapak mereka; itulah yang adil di sisi Allah, dan jika kamu tidak mengetahui bapak mereka, maka (panggillah mereka sebagai) saudara-saudaramu seagama dan maula-maulamu.665) Dan tidak ada dosa atasmu jika kamu khilaf tentang itu, tetapi (yang ada dosanya) apa yang disengaja oleh hatimu. Allah Maha Pengampun, Maha Penyayang",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:28:26,quran,قالت احدىهما يابت ٱستجره ان خير من ٱستجرت ٱلقوي ٱلامين,"Dan salah seorang dari kedua (perempuan) itu berkata, ""Wahai ayahku! Jadikanlah dia sebagai pekerja (pada kita), sesungguhnya orang paling baik yang engkau ambil sebagai pekerja (pada kita) ialah orang yang kuat dan dapat dipercaya",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:44:3,quran,انا انزلنه في ليلة مبركة انا كنا منذرين,sesungguhnya Kami menurunkannya pada suatu malam yang diberkahi 1370 dan sesungguhnya Kami-lah yang memberi peringatan,id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:106:1,quran,لايلف قريش,Karena kebiasaan orang-orang Quraisy,id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:18:45,quran,وٱضرب لهم مثل ٱلحيوة ٱلدنيا كماء انزلنه من ٱلسماء فٱختلط به نبات ٱلارض فاصبح هشيم ا تذروه ٱلريح وكان ٱلله على كل شيء مقتدرا,"Dan berilah perumpamaan kepada mereka (manusia), kehidupan dunia sebagai air hujan yang Kami turunkan dari langit, maka menjadi subur karenanya tumbuh-tumbuhan di muka bumi, kemudian tumbuh-tumbuhan itu menjadi kering yang diterbangkan oleh angin. Dan adalah Allah, Maha Kuasa atas segala sesuatu",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:10:2,quran,اكان للناس عجبا ان اوحينا الى رجل منهم ان انذر ٱلناس وبشر ٱلذين ءامنوا ان لهم قدم صدق عند ربهم قال ٱلكفرون ان هذا لسحر مبين,"Pantaskah manusia menjadi heran bahwa Kami memberi wahyu kepada seorang laki-laki di antara mereka, ""Berilah peringatan kepada manusia dan gembirakanlah orang-orang beriman bahwa mereka mempunyai kedudukan yang tinggi di sisi Tuhan mereka."" Orang-orang kafir berkata, ""Orang ini (Muhammad) benar-benar pesihir",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:26:175,quran,وان ربك لهو ٱلعزيز ٱلرحيم,"Dan sesungguhnya Tuhan-mu, benar-benar Dia-lah Yang Maha Perkasa lagi Maha Penyayang",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:59:2,quran,هو ٱلذي اخرج ٱلذين كفروا من اهل ٱلكتب من ديرهم لاول ٱلحشر ما ظننتم ان يخرجوا وظنوا انهم مانعتهم حصونهم من ٱلله فاتىهم ٱلله من حيث لم يحتسبوا وقذف في قلوبهم ٱلرعب يخربون بيوتهم بايديهم وايدي ٱلمومنين فٱعتبروا ياولي ٱلابصر,"(Dialah yang mengeluarkan orang-orang kafir di antara Ahli Kitab dari kampung halamannya pada saat pengusiran yang pertama.835) Kamu tidak menyangka, bahwa mereka akan keluar dan mereka pun yakin, benteng-benteng mereka akan dapat mempertahankan mereka dari (siksaan) Allah; maka Allah mendatangkan (siksaan) kepada mereka dari arah yang tidak mereka sangka-sangka. Dan Allah menanamkan rasa takut ke dalam hati mereka; sehingga mereka memusnahkan rumah-rumah mereka dengan tangannya sendiri dan tangan orang-orang mukmin. Maka ambillah (kejadian itu) untuk menjadi pelajaran, wahai orang-orang yang mempunyai pandangan",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:73:19,quran,ان هذه تذكرة فمن شاء ٱتخذ الى ربه سبيلا,"Sesungguhnya ini adalah suatu peringatan. Maka barang siapa yang menghendaki, niscaya ia menempuh jalan (yang menyampaikannya) kepada Tuhan-nya",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:8:57,quran,فاما تثقفنهم في ٱلحرب فشرد بهم من خلفهم لعلهم يذكرون,"Jika engkau (Muhammad) mengungguli mereka dalam peperangan, maka cerai-beraikanlah orang-orang yang di belakang mereka dengan (menumpas) mereka, agar mereka mengambil pelajaran",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:36:59,quran,وٱمتزوا ٱليوم ايها ٱلمجرمون,"Dan (dikatakan kepada orang-orang kafir), ""Berpisahlah kamu (dari orang-orang mukmin) pada hari ini, wahai orang-orang yang berdosa",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:55:22,quran,يخرج منهما ٱللولو وٱلمرجان,Dari keduanya keluar mutiara dan marjan,id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:33:32,quran,ينساء ٱلنبي لستن كاحد من ٱلنساء ان ٱتقيتن فلا تخضعن بٱلقول فيطمع ٱلذي في قلبه مرض وقلن قول ا معروف ا,"Wahai istri-istri Nabi! Kamu tidak seperti perempuan-perempuan yang lain, jika kamu bertakwa. Maka janganlah kamu tunduk (melemah lembutkan suara)677) dalam berbicara sehingga bangkit nafsu orang yang ada penyakit dalam hatinya,678) dan ucapkanlah perkataan yang baik",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:18:55,quran,وما منع ٱلناس ان يومنوا اذ جاءهم ٱلهدى ويستغفروا ربهم الا ان تاتيهم سنة ٱلاولين او ياتيهم ٱلعذاب قبل ا,"Dan tidak ada sesuatu pun yang menghalangi manusia dari beriman ketika petunjuk telah datang kepada mereka dan memohon ampun kepada Tuhan-nya, kecuali (keinginan menanti) datangnya hukum (Allah yang telah berlalu pada) umat-umat yang dahulu, atau datangnya azab atas mereka dengan nyata",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:34:19,quran,فقالوا ربنا بعد بين اسفارنا وظلموا انفسهم فجعلنهم احاديث ومزقنهم كل ممزق ان في ذلك لايت لكل صبار شكور‏,"(Maka mereka berkata, ""Ya Tuhan kami, jauhkanlah jarak perjalanan kami,""697) dan (berarti mereka) menzalimi diri mereka sendiri; maka Kami jadikan mereka bahan pembicaraan dan Kami hancurkan mereka sehancur-hancurnya. Sungguh, pada yang demikian itu benar-benar terdapat tanda-tanda (kekuasaan Allah) bagi setiap orang yang sabar dan bersyukur",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:84:3,quran,واذا ٱلارض مدت,dan apabila bumi diratakan,id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:51:49,quran,ومن كل شيء خلقنا زوجين لعلكم تذكرون,Dan segala sesuatu Kami ciptakan berpasang-pasangan agar kamu mengingat (kebesaran Allah),id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:3:78,quran,وان منهم لفريق ا يلون السنتهم بٱلكتب لتحسبوه من ٱلكتب وما هو من ٱلكتب ويقولون هو من عند ٱلله وما هو من عند ٱلله ويقولون على ٱلله ٱلكذب وهم يعلمون,"Dan sungguh, di antara mereka niscaya ada segolongan yang memutarbalikkan lidahnya hanya membaca Kitab, agar kamu menyangka (yang mereka baca) itu sebagian dari Kitab, padahal itu bukan dari Kitab dan mereka berkata, ""Itu dari Allah,"" padahal itu bukan dari Allah. Mereka mengatakan hal yang dusta terhadap Allah, padahal mereka mengetahui",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:74:45,quran,وكنا نخوض مع ٱلخايضين,"bahkan kami biasa berbincang (untuk tujuan yang batil), bersama orang-orang yang membicarakannya",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:4:171,quran,ياهل ٱلكتب لا تغلوا في دينكم ولا تقولوا على ٱلله الا ٱلحق انما ٱلمسيح عيسى ٱبن مريم رسول ٱلله وكلمته القىها الى مريم وروح منه فامنوا بٱلله ورسله ولا تقولوا ثلثة ٱنتهوا خير ا لكم انما ٱلله اله وحد سبحنه ان يكون له ولد له ما في ٱلسموت وما في ٱلارض وكفى بٱلله وكيل ا,"Wahai ahli kitab, janganlah kamu melampaui batas dalam agamamu383, dan janganlah kamu mengatakan terhadap Allah kecuali yang benar. Sesungguhnya Al-Masih, ʻIsa putra Maryam itu adalah utusan Allah dan (yang diciptakan dengan) kalimat-Nya384 yang disampaikan-Nya kepada Maryam, dan (dengan tiupan) roh dari-Nya385. Maka berimanlah kamu kepada Allah dan rasul-rasul-Nya dan janganlah kamu mengatakan, ""(Tuhan itu) tiga"", berhentilah (dari ucapan itu). (Itu) lebih baik bagimu. Sesungguhnya Allah Tuhan Yang Maha Esa, Maha Suci Allah dari mempunyai anak, segala yang di langit dan di bumi adalah kepunyaan-Nya. Cukuplah Allah menjadi Pemelihara",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:3:142,quran,ام حسبتم ان تدخلوا ٱلجنة ولما يعلم ٱلله ٱلذين جهدوا منكم ويعلم ٱلصبرين,"Apakah kamu mengira bahwa kamu akan masuk surga, padahal belum nyata bagi Allah orang-orang yang berjihad232 di antaramu, dan belum nyata orang-orang yang sabar",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:2:212,quran,زين للذين كفروا ٱلحيوة ٱلدنيا ويسخرون من ٱلذين ءامنوا وٱلذين ٱتقوا فوقهم يوم ٱلقيمة وٱلله يرزق من يشاء بغير حساب‏,"Kehidupan dunia dijadikan indah dalam pandangan orang-orang kafir, dan mereka memandang hina orang-orang yang beriman. Padahal orang-orang yang bertakwa itu lebih mulia daripada mereka di hari kiamat. Dan Allah memberi rezeki kepada orang-orang yang dikehendaki-Nya tanpa batas",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:11:116,quran,فلولا كان من ٱلقرون من قبلكم اولوا بقية ينهون عن ٱلفساد في ٱلارض الا قليل ا ممن انجينا منهم وٱتبع ٱلذين ظلموا ما اترفوا فيه وكانوا مجرمين,"Maka mengapa tidak ada dari umat-umat yang sebelum kamu orang-orang yang mempunyai keutamaan yang melarang daripada (mengerjakan) kerusakan di muka bumi, kecuali sebagian kecil di antara orang-orang yang telah Kami selamatkan di antara mereka dan orang-orang yang zalim hanya mementingkan kenikmatan yang mewah yang ada pada mereka dan mereka adalah orang-orang yang berdosa",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:42:16,quran,وٱلذين يحاجون في ٱلله من بعد ما ٱستجيب له حجتهم داحضة عند ربهم وعليهم غضب ولهم عذاب شديد,"Dan orang-orang yang berbantah-bantah tentang (agama) Allah setelah (agama itu) diterima, perbantahan mereka itu sia-sia di sisi Tuhan mereka. Mereka mendapat kemurkaan (Allah) dan mereka mendapat azab yang sangat keras",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:114:3,quran,اله ٱلناس,Sembahan manusia,id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:5:72,quran,لقد كفر ٱلذين قالوا ان ٱلله هو ٱلمسيح ٱبن مريم وقال ٱلمسيح يبني اسرءيل ٱعبدوا ٱلله ربي وربكم انه من يشرك بٱلله فقد حرم ٱلله عليه ٱلجنة وماوىه ٱلنار وما للظلمين من انصار‏,"Sesungguhnya telah kafirlah orang-orang yang berkata, ""Sesungguhnya Allah ialah Al-Masih putra Maryam"", padahal Al-Masih (sendiri) berkata, ""Hai Bani Isrā`īl, sembahlah Allah Tuhan-ku dan Tuhan-mu"". Sesungguhnya orang yang mempersekutukan (sesuatu dengan) Allah, maka pasti Allah mengharamkan kepadanya surga, dan tempatnya ialah neraka, tidaklah ada bagi orang-orang zalim itu seorang penolong pun",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:4:55,quran,فمنهم من ءامن به ومنهم من صد عنه وكفى بجهنم سعيرا,"Maka di antara mereka (yang dengki itu), ada yang beriman kepadanya dan ada pula yang menghalangi (manusia beriman) kepadanya. Cukuplah (bagi mereka) neraka Jahanam yang menyala-nyala apinya",id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:3:147,quran,وما كان قولهم الا ان قالوا ربنا ٱغفر لنا ذنوبنا واسرافنا في امرنا وثبت اقدامنا وٱنصرنا على ٱلقوم ٱلكفرين,"Tidak ada doa mereka selain ucapan, ""Ya Tuhan kami, ampunilah dosa-dosa kami dan tindakan-tindakan kami yang berlebih-lebihan dalam urusan kami235, dan tetapkanlah pendirian kami, dan tolonglah kami terhadap kaum yang kafir",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
quran:114:5,quran,ٱلذي يوسوس في صدور ٱلناس,yang membisikkan (kejahatan) ke dalam dada manusia,id,Unlicense (aggregator); translator=Indonesian Islamic Affairs Ministry; source approved as government/waqf body
quran:71:1,quran,انا ارسلنا نوحا الى قومه ان انذر قومك من قبل ان ياتيهم عذاب اليم‏,"Sesungguhnya Kami telah mengutus Nūḥ kepada kaumnya (dengan memerintahkan), ""Berilah kaummu peringatan sebelum datang kepadanya azab yang pedih",id,Unlicense (aggregator); translator=King Fahd Complex; source approved as government/waqf body
