ref,domain,ar,tgt,tgt_lang,license
quran:7:80,quran,ولوطا اذ قال لقومه اتاتون ٱلفحشة ما سبقكم بها من احد من ٱلعلمين,"And (remember) Lout (Lot), when he said to his people: ""Do you commit the worst sin such as none preceding you has committed in the 'Alamin (mankind and jinns)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:3:15,quran,قل اونبيكم بخير من ذلكم للذين ٱتقوا عند ربهم جنت تجري من تحتها ٱلانهر خلدين فيها وازوج مطهرة ورضون من ٱلله وٱلله بصير بٱلعباد,"Say: ""Shall I inform you of things far better than those? For Al-Muttaqun (the pious - see V. 2:2) there are Gardens (Paradise) with their Lord, underneath which rivers flow. Therein (is their) eternal (home) and Azwajun Mutahharatun (purified mates or wives) [i.e. they will have no menses, urine, or stool, etc.], And Allah will be pleased with them. And Allah is All-Seer of the (His) slaves",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:18:101,quran,ٱلذين كانت اعينهم في غطاء عن ذكري وكانوا لا يستطيعون سمعا,"(To) Those whose eyes had been under a covering from My Reminder (this Quran), and who could not bear to hear (it)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:20:17,quran,وما تلك بيمينك يموسى,"And what is that in your right hand, O Musa (Moses)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:44:25,quran,كم تركوا من جنت وعيون‏,How many of gardens and springs do they [Fir'aun's (Pharaoh) people] left,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:8:1,quran,يسلونك عن ٱلانفال قل ٱلانفال لله وٱلرسول فٱتقوا ٱلله واصلحوا ذات بينكم واطيعوا ٱلله ورسوله ان كنتم مومنين,"They ask you (O Muhammad SAW) about the spoils of war. Say: ""The spoils are for Allah and the Messenger."" So fear Allah and adjust all matters of difference among you, and obey Allah and His Messenger (Muhammad SAW), if you are believers",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:18:102,quran,افحسب ٱلذين كفروا ان يتخذوا عبادي من دوني اولياء انا اعتدنا جهنم للكفرين نزل ا,"Do then those who disbelieve think that they can take My slaves [i.e., the angels, Allah's Messengers, 'Iesa (Jesus), son of Maryam (Mary), etc.] as Auliya' (lords, gods, protectors, etc.) besides Me? Verily, We have prepared Hell as an entertainment for the disbelievers (in the Oneness of Allah Islamic Monotheism)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:26:226,quran,وانهم يقولون ما لا يفعلون,And that they say what they do not do,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:25:7,quran,وقالوا مال هذا ٱلرسول ياكل ٱلطعام ويمشي في ٱلاسواق لولا انزل اليه ملك فيكون معه نذيرا,"And they say: ""Why does this Messenger (Muhammad SAW) eat food, and walk about in the markets (like ourselves). Why is not an angel sent down to him to be a warner with him",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:15:67,quran,وجاء اهل ٱلمدينة يستبشرون,And the inhabitants of the city came rejoicing (at the news of the young men's arrival),en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:19:27,quran,فاتت به قومها تحمله قالوا يمريم لقد جيت شي ا فري ا,"Then she brought him (the baby) to her people, carrying him. They said: ""O Mary! Indeed you have brought a thing Fariya (an unheard mighty thing)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:26:86,quran,وٱغفر لابي انه كان من ٱلضالين,"And forgive my father, verily he is of the erring",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:70:29,quran,وٱلذين هم لفروجهم حفظون,And those who guard their chastity (i.e. private parts from illegal sexual acts),en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:50:25,quran,مناع للخير معتد مريب,"Hinderer of good, transgressor, doubter",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:24:42,quran,ولله ملك ٱلسموت وٱلارض والى ٱلله ٱلمصير,"And to Allah belongs the sovereignty of the heavens and the earth, and to Allah is the return (of all)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:2:125,quran,واذ جعلنا ٱلبيت مثابة للناس وامن ا وٱتخذوا من مقام ابرهم مصل ى وعهدنا الى ابرهم واسمعيل ان طهرا بيتي للطايفين وٱلعكفين وٱلركع ٱلسجود,"And (remember) when We made the House (the Ka'bah at Makkah) a place of resort for mankind and a place of safety. And take you (people) the Maqam (place) of Ibrahim (Abraham) [or the stone on which Ibrahim (Abraham) stood while he was building the Ka'bah] as a place of prayer (for some of your prayers, e.g. two Rak'at after the Tawaf of the Ka'bah at Makkah), and We commanded Ibrahim (Abraham) and Isma'il (Ishmael) that they should purify My House (the Ka'bah at Makkah) for those who are circumambulating it, or staying (I'tikaf), or bowing or prostrating themselves (there, in prayer)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:76:19,quran,ويطوف عليهم ولدن مخلدون اذا رايتهم حسبتهم لولو ا منثور ا,"And round about them will (serve) boys of everlasting youth. If you see them, you would think them scattered pearls",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:83:35,quran,على ٱلارايك ينظرون,"On (high) thrones, looking (at all things)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:9:65,quran,ولين سالتهم ليقولن انما كنا نخوض ونلعب قل ابٱلله وءايته ورسوله كنتم تستهزءون,"If you ask them (about this), they declare: ""We were only talking idly and joking."" Say: ""Was it at Allah, and His Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) and His Messenger (SAW) that you were mocking",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:4:22,quran,ولا تنكحوا ما نكح ءاباوكم من ٱلنساء الا ما قد سلف انه كان فحشة ومقت ا وساء سبيلا,"And marry not women whom your fathers married, except what has already passed; indeed it was shameful and most hateful, and an evil way",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:12:16,quran,وجاءو اباهم عشاء يبكون,And they came to their father in the early part of the night weeping,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:92:19,quran,وما لاحد عنده من نعمة تجزى,And have in his mind no favour from anyone for which a reward is expected in return,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:11:84,quran,والى مدين اخاهم شعيب ا قال يقوم ٱعبدوا ٱلله ما لكم من اله غيره ولا تنقصوا ٱلمكيال وٱلميزان اني ارىكم بخير واني اخاف عليكم عذاب يوم محيط‏,"And to the Madyan (Midian) people (We sent) their brother Shu'aib. He said: ""O my people! Worship Allah, you have no other Ilah (God) but Him, and give not short measure or weight, I see you in prosperity; and verily I fear for you the torment of a Day encompassing",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:76:2,quran,انا خلقنا ٱلانسن من نطفة امشاج نبتليه فجعلنه سميعا بصيرا,"Verily, We have created man from Nutfah drops of mixed semen (discharge of man and woman), in order to try him, so We made him hearer, seer",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:27:38,quran,قال يايها ٱلملوا ايكم ياتيني بعرشها قبل ان ياتوني مسلمين,"He said: ""O chiefs! Which of you can bring me her throne before they come to me surrendering themselves in obedience",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:23:113,quran,قالوا لبثنا يوما او بعض يوم فسل ٱلعادين,"They will say: ""We stayed a day or part of a day. Ask of those who keep account",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:51:52,quran,كذلك ما اتى ٱلذين من قبلهم من رسول الا قالوا ساحر او مجنون,"Likewise, no Messenger came to those before them, but they said: ""A sorcerer or a madman",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:25:55,quran,ويعبدون من دون ٱلله ما لا ينفعهم ولا يضرهم وكان ٱلكافر على ربه ظهير ا,"And they (disbelievers, polytheists, etc.) worship besides Allah, that which can neither profit them nor harm them, and the disbeliever is ever a helper (of the Satan) against his Lord",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:83:12,quran,وما يكذب به الا كل معتد اثيم,"And none can deny it except every transgressor beyond bounds, (in disbelief, oppression and disobedience of Allah, the sinner)",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:24:49,quran,وان يكن لهم ٱلحق ياتوا اليه مذعنين,"But if the right is with them, they come to him willingly with submission",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:36:15,quran,قالوا ما انتم الا بشر مثلنا وما انزل ٱلرحمن من شيء ان انتم الا تكذبون,"They (people of the town) said: ""You are only human beings like ourselves, and the Most Beneficent (Allah) has revealed nothing, you are only telling lies",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:56:30,quran,وظل ممدود‏,In shade long-extended,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:3:176,quran,ولا يحزنك ٱلذين يسرعون في ٱلكفر انهم لن يضروا ٱلله شي ا يريد ٱلله الا يجعل لهم حظ ا في ٱلاخرة ولهم عذاب عظيم,"And let not those grieve you (O Muhammad SAW) who rush with haste to disbelieve; verily, not the least harm will they do to Allah. It is Allah's Will to give them no portion in the Hereafter. For them there is a great torment",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:37:129,quran,وتركنا عليه في ٱلاخرين,And We left for him (a goodly remembrance) among generations (to come) in later times,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:3:174,quran,فٱنقلبوا بنعمة من ٱلله وفضل لم يمسسهم سوء وٱتبعوا رضون ٱلله وٱلله ذو فضل عظيم,So they returned with Grace and Bounty from Allah. No harm touched them; and they followed the good Pleasure of Allah. And Allah is the Owner of Great Bounty,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:64:16,quran,فٱتقوا ٱلله ما ٱستطعتم وٱسمعوا واطيعوا وانفقوا خير ا لانفسكم ومن يوق شح نفسه فاوليك هم ٱلمفلحون,"So keep your duty to Allah and fear Him as much as you can; listen and obey; and spend in charity, that is better for yourselves. And whosoever is saved from his own covetousness, then they are the successful ones",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:29:52,quran,قل كفى بٱلله بيني وبينكم شهيد ا يعلم ما في ٱلسموت وٱلارض وٱلذين ءامنوا بٱلبطل وكفروا بٱلله اوليك هم ٱلخسرون,"Say (to them O Muhammad SAW): ""Sufficient is Allah for a witness between me and you. He knows what is in the heavens and on earth."" And those who believe in Batil (all false deities other than Allah), and disbelieve in Allah and (in His Oneness), it is they who are the losers",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:84:10,quran,واما من اوتي كتبه وراء ظهره,But whosoever is given his Record behind his back,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:35:36,quran,وٱلذين كفروا لهم نار جهنم لا يقضى عليهم فيموتوا ولا يخفف عنهم من عذابها كذلك نجزي كل كفور‏,"But those who disbelieve, (in the Oneness of Allah - Islamic Monotheism) for them will be the Fire of Hell. Neither it will have a complete killing effect on them so that they die, nor shall its torment be lightened for them. Thus do We requite every disbeliever",en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
quran:2:147,quran,ٱلحق من ربك فلا تكونن من ٱلممترين,(This is) the truth from your Lord. So be you not one of those who doubt,en,Unlicense (aggregator); translator=Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan; source approved as government/waqf body
