ref,domain,ar,tgt,tgt_lang,license
hadith:abudawud:2328,hadith,"حدثنا موسى بن اسماعيل، حدثنا حماد، عن ثابت، عن مطرف، عن عمران بن حصين، وسعيد الجريري، عن ابي العلاء، عن مطرف، عن عمران بن حصين، ان رسول الله صلى الله عليه وسلم قال لرجل ‏""‏ هل صمت من سرر شعبان شيئا ‏""‏ ‏.‏ قال لا ‏.‏ قال ‏""‏ فاذا افطرت فصم يوما ‏""‏ ‏.‏ وقال احدهما ‏""‏ يومين ‏""‏ ‏.‏","Rapporté par ‘Imran ibn Husayn رضي الله عنه : Le Messager d’Allah ﷺ a demandé à un homme : « As-tu jeûné le dernier jour de Sha‘ban ? » Il répondit : « Non. » Il dit alors : « Si tu n’as pas jeûné, alors jeûne un jour. » L’un des deux rapporteurs a dit : « Ou deux jours. »",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:3019,hadith,حدثنا ابن السرح، حدثنا ابن وهب، اخبرني يونس بن يزيد، عن ابن شهاب، قال خمس رسول الله صلى الله عليه وسلم خيبر ثم قسم سائرها على من شهدها ومن غاب عنها من اهل الحديبية ‏.‏,"Rapporté par Ibn Shihab رضي الله عنه : Le Messager d’Allah ﷺ a prélevé son cinquième sur le butin de Khaybar, et il a partagé le reste entre ceux qui ont assisté à la bataille et ceux qui étaient absents mais avaient participé à l’expédition d’al-Hudaybiyyah",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:2986,hadith,"حدثنا محمد بن المثنى، حدثنا يحيى بن سعيد، عن عبيد الله، قال اخبرني نافع، عن ابن عمر، عن حفصة، - رضى الله عنهم - قالت قلت للنبي صلى الله عليه وسلم ما شان الناس حلوا ولم تحل من عمرتك قال ‏ ""‏ اني قلدت هديي ولبدت راسي فلا احل حتى احل من الحج ‏""‏ ‏.‏","Rapporté par Hafsa رضي الله عنها : J’ai dit au Messager d’Allah ﷺ : « Pourquoi les gens sont-ils sortis de l’ihram alors que toi, tu ne l’as pas fait après ta ‘Umra ? » Il répondit : « J’ai emmené mon animal à sacrifier et j’ai attaché mes cheveux, et il ne m’est pas permis de sortir de l’ihram avant d’avoir terminé le Hajj. »",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:593,hadith,حدثنا ابو بكر بن ابي شيبة، حدثنا عبد الله بن المبارك، عن يونس، عن الزهري، عن ابي سلمة، عن عائشة، ان النبي  صلى الله عليه وسلم  كان اذا اراد ان ياكل وهو جنب غسل يديه ‏.‏,"Rapporté par 'Aishah : Si le Prophète voulait manger alors qu'il était impur, il se lavait les mains",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:5293,hadith,"حدثنا عبد الله بن محمد، حدثنا ابو عامر عبد الملك بن عمرو، حدثنا ابراهيم، عن خالد، عن عكرمة، عن ابن عباس، قال طاف رسول الله صلى الله عليه وسلم على بعيره، وكان كلما اتى على الركن اشار اليه، وكبر‏.‏ وقالت زينب قال النبي صلى الله عليه وسلم ‏ ""‏ فتح من ردم ياجوج وماجوج مثل هذه ‏""‏‏.‏ وعقد تسعين‏.‏","Rapporté par Ibn `Abbas : Le Messager d’Allah (ﷺ) a fait le Tawaf (autour de la Ka`ba) en étant sur son chameau, et chaque fois qu’il arrivait au coin de la Pierre Noire, il la montrait de la main et disait : « Allahu Akbar. » (Zainab a dit : Le Prophète (ﷺ) a dit : « Une ouverture a été faite dans le mur de Gog et Magog comme ceci et ceci, » en formant le nombre 90 avec son pouce et son index",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:6097,hadith,وحدثنا ابن ابي عمر، حدثنا بشر بن السري، حدثنا حماد، عن ابي جمرة الضبعي، عن ابن عباس، قال اقام رسول الله صلى الله عليه وسلم بمكة ثلاث عشرة سنة يوحى اليه وبالمدينة عشرا ومات وهو ابن ثلاث وستين سنة ‏.‏,Rapporté par Ibn ‘Abbas : Le Messager d’Allah ﷺ est resté à La Mecque treize ans (après avoir reçu la révélation) et il a vécu dix ans à Médine. Il est mort à l’âge de soixante-trois ans,fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:7367,hadith,"حدثنا ابو بكر بن ابي شيبة، حدثنا يزيد بن هارون، عن ابي مالك الاشجعي، عن ربعي بن حراش، عن حذيفة، قال قال رسول الله صلى الله عليه وسلم ‏ ""‏ لانا اعلم بما مع الدجال منه معه نهران يجريان احدهما راى العين ماء ابيض والاخر راى العين نار تاجج فاما ادركن احد فليات النهر الذي يراه نارا وليغمض ثم ليطاطئ راسه فيشرب منه فانه ماء بارد وان الدجال ممسوح العين عليها ظفرة غليظة مكتوب بين عينيه كافر يقرؤه كل مؤمن كاتب وغير كاتب ‏""‏ ‏.‏","Rapporté par Hudhayfa رضي الله عنه : Le Messager d’Allah ﷺ a dit : « Je sais ce que le Dajjal aura avec lui. Il aura deux rivières qui couleront : l’une semblera être de l’eau claire, et l’autre semblera être du feu ardent. Si quelqu’un voit cela, qu’il aille vers la rivière qui lui paraît être du feu, qu’il ferme les yeux, baisse la tête et boive de cette eau, car ce sera de l’eau fraîche. Le Dajjal a un œil aveugle, recouvert d’une épaisse membrane, et il est écrit entre ses yeux “mécréant”, que tout croyant pourra lire, qu’il sache lire ou non. »",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:1149,hadith,حدثني حرملة بن يحيى، اخبرنا ابن وهب، اخبرني يونس، ح قال وحدثني عبد الملك بن شعيب بن الليث، وحدثني ابي، عن جدي، قال حدثني عقيل بن خالد، كلاهما عن ابن شهاب، عن سعيد بن المسيب، وابي، سلمة عن ابي هريرة، عن النبي صلى الله عليه وسلم بمثله ‏.‏,Rapporté par Abu Huraira : Un hadith similaire a été rapporté par Abu Huraira avec une autre chaîne de transmetteurs,fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:malik:826,hadith,وحدثني عن مالك، انه بلغه ان سعد بن ابي وقاص، كان اذا دخل مكة مراهقا خرج الى عرفة قبل ان يطوف بالبيت وبين الصفا والمروة ثم يطوف بعد ان يرجع ‏.‏ قال مالك وذلك واسع ان شاء الله ‏.‏ وسئل مالك هل يقف الرجل في الطواف بالبيت الواجب عليه يتحدث مع الرجل فقال لا احب ذلك له ‏.‏ قال مالك لا يطوف احد بالبيت ولا بين الصفا والمروة الا وهو طاهر ‏.‏,"On rapporta à Malek que Sa'd Ibn Abi Waqas entra à la Mecque en retard,et se dirigea directement à Arafa, avant de commencer les tournées processionnelles, et avant de faire le parcours entre Al-Safa et Al-Marwa: Il commençait la tournée autour de la Maison aprés». Et Malek interprétant cela a dit: «Telle est une des grâces d'Allah». On demanda à Malek: «Un homme faisant la tournée autour de la Maison, peut-il s'arrêter pour avoir un entretien avec un autre»? Il répondit: «Je répugne cela». Malek a dit: «Personne ne fait la tournée autour de la Maison, ni le parcours entre Al-Safa et Al-Marwa, s'il n'est pas en état de pureté». Chapitre XLI Débuter le parcours ""say""de Al-Safa",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:5633,hadith,"حدثنا محمد بن المثنى، حدثنا ابن ابي عدي، عن ابن عون، عن مجاهد، عن ابن ابي ليلى، قال خرجنا مع حذيفة وذكر النبي صلى الله عليه وسلم قال ‏ ""‏ لا تشربوا في انية الذهب والفضة، ولا تلبسوا الحرير والديباج، فانها لهم في الدنيا ولكم في الاخرة ‏""‏‏.‏","Rapporté par Hudhaifa : Le Prophète (ﷺ) a dit : « Ne buvez pas dans des ustensiles en or ou en argent, et ne portez pas de vêtements en soie ou en dibaj, car ces choses sont pour eux (les non-croyants) dans ce monde et pour vous dans l’au-delà. »",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:4562,hadith,اخبرنا اسماعيل بن مسعود، قال حدثنا بشر بن المفضل، قال حدثنا سلمة بن علقمة، عن محمد، قال حدثني مسلم بن يسار، وعبد الله بن عبيد، قالا جمع المنزل بين عبادة بن الصامت وبين معاوية فقال عبادة نهى رسول الله صلى الله عليه وسلم ان نبيع الذهب بالذهب والورق بالورق والبر بالبر والشعير بالشعير والتمر بالتمر - قال احدهما والملح بالملح ولم يقل الاخر - الا سواء بسواء مثلا بمثل - قال احدهما من زاد او ازداد فقد اربى ولم يقل الاخر - وامرنا ان نبيع الذهب بالورق والورق بالذهب والبر بالشعير والشعير بالبر يدا بيد كيف شئنا فبلغ هذا الحديث معاوية فقام فقال ما بال رجال يحدثون احاديث عن رسول الله صلى الله عليه وسلم قد صحبناه ولم نسمعه منه ‏.‏ فبلغ ذلك عبادة بن الصامت فقام فاعاد الحديث فقال لنحدثن بما سمعناه من رسول الله صلى الله عليه وسلم وان رغم معاوية ‏.‏ خالفه قتادة رواه عن مسلم بن يسار عن ابي الاشعث عن عبادة ‏.‏,"Rapporté par Muslim bin Yasar et 'Abdullah bin 'Ubaid : Ubadah bin As-Samit et Muawiyah se sont rencontrés à un arrêt sur la route. Ubadah a dit : ""Le Messager d'Allah ﷺ nous a interdit de vendre or contre or, argent contre argent, blé contre blé, orge contre orge, dattes contre dattes"" – l'un d'eux a ajouté : ""sel contre sel"", mais l'autre ne l'a pas dit – ""sauf si c'est quantité égale contre quantité égale, produit identique contre produit identique."" L'un d'eux a dit : ""Celui qui donne plus ou prend plus a pratiqué le riba"", mais l'autre ne l'a pas dit. ""Et il nous a ordonné de vendre or contre argent, argent contre or, blé contre orge et orge contre blé, de main à main, comme nous le voulions."" Cette information est parvenue à Muawiyah, qui s'est levé et a dit : ""Pourquoi des hommes rapportent-ils des hadiths du Messager d'Allah alors que nous l'avons accompagné et nous ne l'avons jamais entendu dire cela ?"" Cette information est parvenue à Ubadah bin As-Samit, qui s'est levé, a répété le hadith, puis a dit : ""Nous rapporterons ce que nous avons entendu du Messager d'Allah, que cela plaise ou non à Muawiyah."" Qatadah l'a contredit, il l'a rapporté de Muslim bin Yasar, d'Abu Al-Ashath, d'Ubadah",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:4206,hadith,"وحدثنا ابو كامل الجحدري، حدثنا حماد يعني ابن زيد، ح وحدثني زهير بن، حرب حدثنا اسماعيل، - يعني ابن علية - كلاهما عن ايوب، ح وحدثني ابو الطاهر، اخبرنا ابن وهب، اخبرني يونس، ح وحدثني هارون بن سعيد الايلي، حدثنا ابن وهب، اخبرني اسامة بن زيد الليثي، ح وحدثنا محمد بن رافع، حدثنا ابن ابي فديك، اخبرنا هشام، - يعني ابن سعد - كلهم عن نافع، عن ابن عمر، عن النبي صلى الله عليه وسلم ‏.‏ بمثل حديث عبيد الله وقالوا جميعا ‏""‏ له شىء يوصي فيه ‏""‏ ‏.‏ الا في حديث ايوب فانه قال ‏""‏ يريد ان يوصي فيه ‏""‏ ‏.‏ كرواية يحيى عن عبيد الله ‏.‏","Rapporté par Nafi' : Un hadith similaire a été rapporté par Nafi', qui a basé ses propos sur les paroles d'Ibn 'Umar, mais avec une légère variation dans les mots",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:3299,hadith,"حدثنا ابو بكر بن ابي شيبة، وعلي بن محمد، قالا حدثنا وكيع، عن ابي هلال، عن عبد الله بن سوادة، عن انس بن مالك، - رجل من بني عبد الاشهل - قال اتيت النبي  صلى الله عليه وسلم  وهو يتغدى فقال ‏ ""‏ ادن فكل ‏""‏ ‏.‏ فقلت اني صائم فيا لهف نفسي هلا كنت طعمت من طعام رسول الله  صلى الله عليه وسلم  ‏.‏",Rapporté par Anas bin Malik – un homme de la tribu de Banu ‘Abdul-Ashhal – : Je suis allé voir le Prophète (ﷺ) alors qu’il prenait son petit-déjeuner et il m’a dit : « Viens manger. » J’ai répondu : « Je jeûne. » Hélas ! Si seulement j’avais mangé de la nourriture du Messager d’Allah (ﷺ). »,fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:nasai:4776,hadith,"اخبرني محمد بن علي بن ميمون، قال حدثني القعنبي، قال حدثني محمد بن هلال، عن ابيه، عن ابي هريرة، قال كنا نقعد مع رسول الله صلى الله عليه وسلم في المسجد فاذا قام قمنا فقام يوما وقمنا معه حتى لما بلغ وسط المسجد ادركه رجل فجبذ بردائه من ورائه - وكان رداؤه خشنا - فحمر رقبته فقال يا محمد احمل لي على بعيرى هذين فانك لا تحمل من مالك ولا من مال ابيك ‏.‏ فقال رسول الله صلى الله عليه وسلم ‏""‏ لا واستغفر الله لا احمل لك حتى تقيدني مما جبذت برقبتي ‏""‏ ‏.‏ فقال الاعرابي لا والله لا اقيدك ‏.‏ فقال رسول الله صلى الله عليه وسلم ذلك ثلاث مرات كل ذلك يقول لا والله لا اقيدك ‏.‏ فلما سمعنا قول الاعرابي اقبلنا اليه سراعا فالتفت الينا رسول الله صلى الله عليه وسلم فقال ‏""‏ عزمت على من سمع كلامي ان لا يبرح مقامه حتى اذن له ‏""‏ ‏.‏ فقال رسول الله صلى الله عليه وسلم لرجل من القوم ‏""‏ يا فلان احمل له على بعير شعيرا وعلى بعير تمرا ‏""‏ ‏.‏ ثم قال رسول الله صلى الله عليه وسلم ‏""‏ انصرفوا ‏""‏ ‏.‏","Rapporté par Abu Hurairah : Nous étions assis avec le Messager d’Allah dans la mosquée et quand il se levait, nous nous levions aussi. Un jour, il s’est levé et nous nous sommes levés avec lui, et quand il a atteint le milieu de la mosquée, un homme l’a rattrapé et a tiré violemment sur son manteau par derrière. Son manteau était en tissu rugueux, ce qui a laissé une marque rouge sur son cou. Il a dit : ""Ô Muhammad ! Charge ces deux chameaux à moi, car tu ne me donnes rien de ta richesse ni de celle de ton père !"" Le Messager d’Allah a dit : ""Non, et je demande pardon à Allah. Je ne chargerai rien (sur tes chameaux) tant que tu ne me laisseras pas me venger de la marque que tu as laissée sur mon cou."" Le bédouin a dit : ""Non, par Allah, je ne te laisserai pas te venger."" Le Messager d’Allah a répété cela trois fois, et chaque fois l’homme disait : ""Non, par Allah, je ne te laisserai pas te venger."" Quand nous avons entendu ce que disait le bédouin, nous nous sommes tournés rapidement vers lui. Le Messager d’Allah s’est tourné vers nous et a dit : ""Je demande à toute personne qui m’entend de ne pas quitter sa place tant que je ne lui ai pas donné la permission."" Puis le Messager d’Allah a dit : ""Ô untel, charge un de ses chameaux d’orge et l’autre de dattes."" Ensuite, le Messager d’Allah a dit : ""Laissez-le partir",fr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
