ref,domain,ar,tgt,tgt_lang,license
hadith:ibnmajah:21,hadith,"حدثنا علي بن المنذر، حدثنا محمد بن الفضيل، حدثنا المقبري، عن جده، عن ابي هريرة، عن النبي  صلى الله عليه وسلم  انه قال ‏ ""‏ لا اعرفن ما يحدث احدكم عني الحديث وهو متكئ على اريكته فيقول اقرا قرانا ‏.‏ ما قيل من قول حسن فانا قلته ‏""‏ ‏.‏","Ebu Hureyre r.a.’den; Resulullah s.a.v.’in şöyle söylediği rivayet edilmiştir; “Kıraat olunan hadisimi, koltuğuna yaslanmış (edep ve saygıya aykırı) olarak her hangi birinizin dinlemesini, sonrada okuyucuya; “Sen hadisi bırak, onun doğru veya yalan olduğunun anlaşılması için Kur'an’dan bir şeyler oku, dediğini katiyen bilmeyeyim. Söylenen o güzel söz (hadis)’i ben söyledim.”",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:3618,hadith,"حدثنا يحيى بن بكير، حدثنا الليث، عن يونس، عن ابن شهاب، قال واخبرني ابن المسيب، عن ابي هريرة، انه قال قال رسول الله صلى الله عليه وسلم ‏ ""‏ اذا هلك كسرى فلا كسرى بعده، واذا هلك قيصر فلا قيصر بعده، والذي نفس محمد بيده لتنفقن كنوزهما في سبيل الله ‏""‏‏.‏","Ebu Hureyre r.a. dedi ki: ""Resulullah Sallallahu Aleyhi ve Sellem şöyle buyurdu: Kisra helak olursa artık ondan sonra Kisra olmayacaktır. Kayser helak olursa artık ondan sonra Kayser olmayacaktır. Muhammed'in canı elinde olana yemin ederim ki o ikisinin de hazinelerini Allah yolunda infak edeceksinizdir",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:988,hadith,"حدثنا محمد بن بشار، حدثنا محمد بن جعفر، عن شعبة، عن ثابت البناني، عن انس بن مالك، عن النبي صلى الله عليه وسلم قال ‏ ""‏ الصبر عند الصدمة الاولى ‏""‏ ‏.‏ قال هذا حديث حسن صحيح ‏.‏","Yine Enes (r.a.)’den rivâyete göre, Rasûlullah (s.a.v.) şöyle buyurdu: “Sabr’ın değer ve kıymeti ilk anda yapılandır.” Diğer tahric: Buhârî, Cenaiz; Müslim, Cenaiz Tirmîzî: Bu hadis hasen sahihtir",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:6559,hadith,"حدثنا هدبة بن خالد، حدثنا همام، عن قتادة، حدثنا انس بن مالك، عن النبي صلى الله عليه وسلم قال ‏ ""‏ يخرج قوم من النار بعد ما مسهم منها سفع، فيدخلون الجنة، فيسميهم اهل الجنة الجهنميين ‏""‏‏.‏","Enes b. Malik r.a.'in nakline göre Resulullah Sallallahu Aleyhi ve Sellem ""Bir kavim kendilerine cehennem ateşi dokunduktan sonra simaları kırmızımsı siyah bir renkte olarak cehennemden çıkacak ve cennete girecek ve cennet ehli bunlara 'Cehennemlikler' diye isim vereceklerdir"" dedi",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:tirmidhi:3431,hadith,"حدثنا محمد بن عبد الله بن بزيع، حدثنا عبد الوارث بن سعيد، عن عمرو بن دينار، مولى ال الزبير عن سالم بن عبد الله بن عمر، عن ابن عمر، عن عمر، ان رسول الله صلى الله عليه وسلم قال ‏ ""‏ من راى صاحب بلاء فقال الحمد لله الذي عافاني مما ابتلاك به وفضلني على كثير ممن خلق تفضيلا الا عوفي من ذلك البلاء كائنا ما كان ما عاش ‏""‏ ‏.‏ قال ابو عيسى هذا حديث غريب ‏.‏ وفي الباب عن ابي هريرة ‏.‏ وعمرو بن دينار قهرمان ال الزبير هو شيخ بصري وليس هو بالقوي في الحديث ‏.‏ وقد تفرد باحاديث عن سالم بن عبد الله بن عمر ‏.‏ وقد روي عن ابي جعفر محمد بن علي انه قال اذا راى صاحب بلاء فتعوذ منه يقول ذلك في نفسه ولا يسمع صاحب البلاء ‏.‏","Ömer (r.a.)’den rivâyete göre, Nebi (s.a.v) şöyle buyurmuştur: “Kim özürlü ve sakat birini görünce: Sana verdiği bu musibetten beni afiyette kılan ve beni birçok yarattıklarına karşı üstün kılan ve nimetlerle donatan Allah’a hamdolsun” derse yaşadığı sürece o dertten kurtulmuş olur",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:962,hadith,حدثنا هناد بن السري، عن وكيع، عن سفيان، عن الزبير بن عدي، عن ابراهيم، قال كان النبي صلى الله عليه وسلم اذا جلس في الصلاة افترش رجله اليسرى حتى اسود ظهر قدمه ‏.‏,"İbrahim b. Yezid (en-Nehaî)'den; demiştir ki: ""Rasûlullah (s.a.v.) namaz'da oturduğu zaman sağ ayağını diker (bundan dolayı) ayağının üstü kararırdı",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:bukhari:1169,hadith,حدثنا يحيى بن بكير، حدثنا الليث، عن عقيل، عن ابن شهاب، قال اخبرني سالم، عن عبد الله بن عمر  رضى الله عنهما  قال صليت مع رسول الله صلى الله عليه وسلم ركعتين قبل الظهر، وركعتين بعد الظهر، وركعتين بعد الجمعة، وركعتين بعد المغرب، وركعتين بعد العشاء‏.‏,"Abdullah İbn Ömer radıyallahu anh şöyle demiştir: Resûlullah Sallallahu Aleyhi ve Sellem ile birlikte; öğle'den önce ve sonra, Cuma'dan sonra, akşam namazından sonra ve yatsıdan sonra ikişer rekat namaz kıldım",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:6926,hadith,"حدثنا ابو بكر بن ابي شيبة، حدثنا يحيى بن ابي بكير، عن شعبة، عن الجريري، عن ابي عبد الله الجسري، من عنزة عن عبد الله بن الصامت، عن ابي ذر، قال قال رسول الله صلى الله عليه وسلم ‏""‏ الا اخبرك باحب الكلام الى الله ‏""‏ ‏.‏ قلت يا رسول الله اخبرني باحب الكلام الى الله ‏.‏ فقال ‏""‏ ان احب الكلام الى الله سبحان الله وبحمده ‏""‏ ‏.‏","Bize Ebû Bekr b. Ebî Şeybe rivayet etti. (Dedikî): Bize Yahya b. Ebî Bükeyr Şu'be'den, o da Cüreyrî'dcn, o da Aneze kabilesine mensub Ebû Abdillah El-Cisrî'den, o da Abdullah b. Sâmit'den, o da Ebû Zer'den naklen rivayet etti. (Şöyle demiş): Resûlullah (Sallallahu Aleyhi ve Sellem): «Allah'a en makbul olan sözü sana haber vereyim mi?» buyurdu. Ben : — Yâ Resûlallah! Allah'a en makbul olan sözü bana haber ver! dedim. Bunun üzerine : «Şüphesiz Allah'a en makbul söz, [Sübhanallahi ve bi-Hamdihi] = Allah'ı hamdiyle tenzih ederim sözüdür.» buyurdular",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:3825,hadith,"حدثنا احمد بن حنبل، حدثنا يحيى، عن عبيد الله، عن نافع، عن ابن عمر، ان النبي صلى الله عليه وسلم قال ‏ ""‏ من اكل من هذه الشجرة فلا يقربن المساجد ‏""‏ ‏.‏","İbn Ömer (r.a)'den rivayet olunduğuna göre; Nebi (s.a.v.): ""Şu bitkiden yiyen kimse mescidlere yaklaşmasın"" buyurmuştur. İzah; 3829 da",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:abudawud:4257,hadith,"حدثنا يزيد بن خالد الرملي، حدثنا مفضل، عن عياش، عن بكير، عن بسر بن سعيد، عن حسين بن عبد الرحمن الاشجعي، انه سمع سعد بن ابي وقاص، عن النبي صلى الله عليه وسلم في هذا الحديث قال فقلت يا رسول الله ارايت ان دخل على بيتي وبسط يده ليقتلني قال فقال رسول الله صلى الله عليه وسلم ‏""‏ كن كابنى ادم ‏""‏ ‏.‏ وتلا يزيد ‏{‏ لئن بسطت الى يدك ‏}‏ الاية ‏.‏","Sa'd b. Ebi Vakkas (r.a), Rasûlullah (s.a.v.) 'den bu (önceki 4256.) hadisi rivayet edip şöyle dedi: ""Yâ Rasûlullah, evime girip beni öldürmek için elini kaldınrsa {ne yapayım) ne dersin?” dedim. Rasûlullah (s.a.v.) : “Adem'in iki oğlu gibi ol"" buyurdu.Yezîd: Eğer beni öldürmek için elini bana uzatırsan; ben, seni öldürmek için elimi uzatmam"" (Mâide 28) ayetini okudu",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:293,hadith,"حدثنا ابو بكر بن ابي شيبة، حدثنا وكيع، حدثنا زكريا بن ابي زائدة، عن مصعب بن شيبة، عن طلق بن حبيب، عن ابن الزبير، عن عائشة، قالت قال رسول الله  صلى الله عليه وسلم  ‏ ""‏ عشر من الفطرة قص الشارب واعفاء اللحية والسواك والاستنشاق بالماء وقص الاظفار وغسل البراجم ونتف الابط وحلق العانة وانتقاص الماء ‏""‏ ‏.‏ يعني الاستنجاء ‏.‏ قال زكريا قال مصعب ونسيت العاشرة الا ان تكون المضمضة ‏.‏","Aişe r.a.’dan rivayet edildiğine göre Resulullah Sallallahu Aleyhi ve Sellem şöyle buyurdu, demiştir: ‘‘ On şey, Fıtrat(ın hasletlerin)dendir. Bıyığı kısaltmak, sakalı uzatmak, misvak kullanmak, buruna su çekmek, tırnakları kesmek, parmak mafsallarını yıkamak, koltuk altını yolmak, kasıkları tıraş etmek ve su ile taharetlenmek.’’ (Ravilerden) Zekeriyya dedi ki: (Ravi) Mus'ab: Ben 10’uncu hasleti unuttum meğer ki mazmaza ola, dedi. AÇIKLAMA 295’TE",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:ibnmajah:2552,hadith,حدثنا ابو بكر بن ابي شيبة، حدثنا عبد السلام بن حرب، عن هشام بن حسان، عن الحسن، عن سلمة بن المحبق، ان رسول الله صلى الله عليه وسلم رفع اليه رجل وطئ جارية امراته فلم يحده ‏.‏,"Seleme bin el-Muhabbık (r.a.)'den rivayet edildiğine göre: Resulullah (Sallallahu Aleyhi ve Sellem)'e, karısının câriyesiyle cinsel ilişkide bulunan bir adamın dâvası arzedildi. Resulullah (Sallallahu Aleyhi ve Sellem) adam'ı had (cezası) ile cezalandırmadı",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
hadith:muslim:3202,hadith,وحدثنا يحيى بن يحيى، وابو بكر بن ابي شيبة وابو كريب قال يحيى اخبرنا وقال الاخران، حدثنا ابو معاوية، عن الاعمش، عن ابراهيم، عن الاسود، عن عائشة، قالت ربما فتلت القلائد لهدى رسول الله صلى الله عليه وسلم فيقلد هديه ثم يبعث به ثم يقيم لا يجتنب شيئا مما يجتنب المحرم ‏.‏,"Bize Yahya b. Yahya ile Ebu Bekr b. Ebî Şeybe ve Ebû Kureyb rivayet ettiler. Yahya (bize haber verdi), ötekiler (bize rivayet etti) tâbirlerini kullandılar. (Dedilerki): Bize Ebû Muâviye, A'meş'den, o da İbrahim'den, o da Esved'den, o da Âişe'den naklen rivayet etti. Âîşe şöyle demiş : «Ben çok defa Resulullah (Sallallahu Aleyhi ve Sellem)'in hedy kurbanlarına nişan ipi örmüşümdür. Hedyine nişan takar onu gönderirdi. Bilâhare ihramlı bir kimsenin sakındığı hiç bir şeyden sakınmayarak (aramızda) kalırdı.»",tr,"Unlicense (aggregator); translator=Unknown; original translator copyright not independently confirmed, see PLAN.md"
